"TID","TH"
"TID_SUPER_MINER_INFO","มีสว่านจอมพลังเป็นอาวุธพร้อมด้วยหนวดงามเป็นทรง คนงานเหมืองก็พร้อมเจาะทะลวงหมู่บ้านของศัตรูให้พรุน!"
"TID_SUPER_MINION","ซูเปอร์ลูกกระจ๊อก"
"TID_SUPER_MINION_ABILITY_HELP","การโจมตี <num> ครั้งแรกของซูเปอร์ลูกกระจ๊อกจะยิงจากระยะไกลกว่าปกติ"
"TID_SUPER_MINION_ABILITY_NAME","ยิงไกล"
"TID_SUPER_TROOPS_FEATURE","ซูเปอร์กองกำลัง"
"TID_SUPER_TROOPS_FEATURE_DESCRIPTION","ซูเปอร์กองกำลังเข้ามาในเกมเพื่อมอบพลังใหม่และทรงผมสวยเก๋ให้กับกองกำลังคลาสสิก"
"TID_SUPER_TROOPS_INTRO_LEVEL_TITLE","สนามฝึกซ้อม"
"TID_SUPER_TROOPS_UNLOCK","ซูเปอร์กองกำลังเริ่มใช้ได้ที่ศาลากลาง <num>"
"TID_SUPER_TROOP_ACTIVATE","เปิดใช้งาน"
"TID_SUPER_TROOP_ACTIVE_TIME","เวลาที่เปิดใช้งาน"
"TID_SUPER_TROOP_ALREADY_ACTIVE","บูสต์แล้ว"
"TID_SUPER_TROOP_ALREADY_ACTIVE_THROUGH_EVENT","เปิดใช้งานแล้วในอีเวนท์"
"TID_SUPER_TROOP_AVAILABLE_FROM_EVENT","ใช้ได้ฟรีในอีเวนท์<event>!"
"TID_SUPER_TROOP_BOOSTS_NEEDED","ขาดบูสต์ซูเปอร์กองกำลังของหน่วยต่อไปนี้:"
"TID_SUPER_TROOP_BOOSTS_NEEDED_TITLE","ต้องการบูสต์ซูเปอร์กองกำลัง"
"TID_SUPER_TROOP_COOLDOWN","บูสต์ไม่ได้เป็นเวลา <time>"
"TID_SUPER_TROOP_DISCOUNT_STICKER","ซูเปอร์กองกำลังลด <num>%!"
"TID_SUPER_TROOP_INTRO_TEXT","บูสต์กองกำลังเป็นซูเปอร์กองกำลังเพื่อให้เป็นเครื่องจักรถล่มหมู่บ้านตามที่พวกเขาใฝ่ฝันอยากจะเป็น!"
"TID_SUPER_TROOP_LEVEL_TOO_LOW","<cff0000>ต้องการ <troop> เลเวล <num></c>"
"TID_SUPER_TROOP_LIMIT_REACHED","เปิดใช้ซูเปอร์กองกำลังถึงจำนวนสูงสุดแล้ว"
"TID_SUPER_TROOP_MATCHES_LEVEL","เลเวลของ <super> จะเท่ากับเลเวลอัปเกรดของ <original>"
"TID_SUPER_TROOP_MENU_EVENT_TROOP","กองกำลังอีเวนท์"
"TID_SUPER_TROOP_OVERVIEW","<troop>"
"TID_SUPER_TROOP_TRY_BUTTON","ลอง"
"TID_SUPER_VALKYRIE_ABILITY_HELP","ซูเปอร์วัลคีรีปล่อยอาคมคลุ้มคลั่งเมื่อพ่ายแพ้"
"TID_SUPER_VALKYRIE_ABILITY_NAME","ของขวัญยามจากลา"
"TID_SUPER_WALLBREAKER_ABILITY_HELP","ระเบิดลูกใหญ่ที่ไม่มีวันด้าน"
"TID_SUPER_WALLBREAKER_ABILITY_NAME","ระเบิดเมก้า"
"TID_SUPER_WITCH_ABILITY_HELP","ซูเปอร์แม่มดอัญเชิญโครงกระดูกขนาดยักษ์ใหญ่หนึ่งตัว"
"TID_SUPER_WITCH_ABILITY_NAME","โครงกระดูกยักษ์"
"TID_SUPER_WIZARD","ซูเปอร์พ่อมด"
"TID_SUPER_WIZARDS","ซูเปอร์พ่อมด"
"TID_SUPER_WIZARD_ABILITY_HELP","ลูกไฟใหม่ของซูเปอร์พ่อมดชิ่งไปโจมตีเป้าหมายใกล้ๆ"
"TID_SUPER_WIZARD_ABILITY_NAME","เวทมนตร์ต่อเนื่อง"
"TID_SUPER_WIZARD_INFO","ซูเปอร์พ่อมดเต็มเปี่ยมไปด้วยอำนาจเวทมนตร์! เขาเป็นคนที่ฉลาดที่สุดในกองทัพ... หรือถ้าไม่ใช่ เขาก็จะระเบิดกองทัพเป็นจุลแทน"
"TID_SUPPORTING_CURRENT","ขณะนี้กำลังสนับสนุน: <name>"
"TID_SUPPORTING_NOBODY","สนับสนุนผู้สร้าง"
"TID_SUPPORT_CREATOR_BUTTON","ใส่รหัส"
"TID_SUPPORT_CREATOR_CODE_SET","ท่านกำลังสนับสนุน <name>"
"TID_SUPPORT_CREATOR_INFO","สนับสนุนผู้สร้างเนื้อหาด้วยการใส่รหัสผู้สร้าง!"
"TID_SUPPORT_CREATOR_INVALID_CODE","รหัสผู้สร้างไม่ถูกต้อง โปรดตรวจสอบและลองอีกครั้ง"
"TID_SUPPORT_CREATOR_TITLE","บูสต์ผู้สร้าง"
"TID_SUPPORT_SEND_CODE","ส่งรหัส"
"TID_SUPPORT_TEXTBOX_PROMPT","ใส่รหัสผู้สร้าง"
"TID_SUPPORT_TEXTBOX_TITLE","สนับสนุนผู้สร้าง"
"TID_SURRENDER_BUTTON","ยอมแพ้"
"TID_SURRENDER_POPUP_TEXT","ท่านหัวหน้า แน่ใจหรือว่าต้องการสั่งให้ถอยทัพ? กองทัพเราจะแพ้นะ!"
"TID_SURRENDER_POPUP_TITLE","ยอมแพ้หรือไม่?"
"TID_TAB_ALLIANCE_CHAT","แคลน"
"TID_TAB_BATTLE","วันออกรบ"
"TID_TAB_CLANS_FIND_PLAYERS","ค้นหาผู้เล่น"
"TID_TAB_COMMUNITY","ชุมชน"
"TID_TAB_ESPORTS","อีสปอร์ต"
"TID_TAB_EVENTS","อีเวนท์"
"TID_TAB_GLOBAL_CHAT","รวม"
"TID_TAB_MORE","เพิ่มเติม"
"TID_TAB_NEWS","ข่าว"
"TID_TAB_OVERVIEW","ภาพรวม"
"TID_TAB_PREPARATION","วันเตรียมการ"
"TID_TAB_RESULTS","ผลลัพธ์สงคราม"
"TID_TAB_SETTINGS","การตั้งค่า"
"TID_TAB_TREASURY_BOOSTERS","ไอเทมเวทมนตร์"
"TID_TAB_TREASURY_RESOURCES","ทรัพยากร"
"TID_TAB_VIEW_VILLAGE","หมู่บ้านตนเอง"
"TID_TAB_VIEW_VILLAGE2","ฐานช่างก่อสร้าง"
"TID_TAB_VIEW_VILLAGE3","เมืองหลวงแคลน"
"TID_TAGS","ป้าย"
"TID_TAGS_SELECTED","เลือกแล้ว <num>/<max>"
"TID_TAP_TO_EXPAND","แตะเพื่อขยาย"
"TID_TAP_TO_VIEW","แตะเพื่อดูรายละเอียด"
"TID_TARGET","เป้าหมาย"
"TID_TARGETS_FULL","มีผู้ครอบครองเป้าหมายนี้ไปแล้ว"
"TID_TARGET_ALREADY_IN_ALLIANCE","ผู้เล่นมีแคลนอยู่แล้ว"
"TID_TARGET_FOUND","พบเป้าหมาย!"
"TID_TASK_BANNER_START_NEW","ความท้าทายใหม่"
"TID_TASK_DONATE_TROOPS","การบริจาคประจำวัน"
"TID_TASK_GET_STAR_BONUS","ดาวประจำวัน"
"TID_TASK_GET_VS_BONUS","ดาวช่างก่อสร้างประจำวัน"
"TID_TASK_INFO_GET_STAR_BONUS","เก็บโบนัสดาวประจำวันในหมู่บ้านหลักให้เสร็จ"
"TID_TASK_INFO_GET_VS_BONUS","เก็บโบนัสดาวประจำวันในฐานช่างก่อสร้างให้เสร็จ"
"TID_TELESCOPE_INFO","ห้องทดลองดวงดาวจะค้นหาความลับจากสรวงสรรค์เพื่อมาปลดล็อคศักยภาพเต็มพิกัดของกองกำลัง พัฒนาพลังชีวิต ความเสียหาย และพื้นที่ความจุ รวมไปถึงความสามารถพิเศษของกองกำลังด้วย!"
"TID_TENCENT_AGREE","同意"
"TID_TENCENT_AUTH_EXPIRED","การอนุญาตหมดอายุแล้ว โปรดล็อกอินอีกครั้ง"
"TID_TENCENT_AUTH_FAILED","ท่านได้ยกเลิกการอนุญาตล็อกอินแล้ว"
"TID_TENCENT_AUTH_SUCCESS","การอนุญาตล็อกอินเสร็จสมบูรณ์"
"TID_TENCENT_BOUND_TO_OTHER_ACCOUNT","ท่านต้องการโหลดหมู่บ้านของท่านหัวหน้า <name> ที่มีศาลากลางเลเวล <number> ใช่หรือไม่?"
"TID_TENCENT_CDKEY_EXCHANGE","兑换码"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM","ความคืบหน้าปัจจุบันของท่านเชื่อมต่ออยู่กับบัญชีอื่น แน่ใจหรือไม่ว่าต้องการล็อกอินแล้วสร้างเกมใหม่ด้วยบัญชี QQ/WeChat นี้?"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE","บัญชีเกมใหม่"
"TID_TENCENT_CUSTOMER_SUPPORT","ฝ่ายสนับสนุนลูกค้าของ Tencent"
"TID_TENCENT_DISAGREE","不同意"
"TID_TENCENT_DOLPHIN_CHECK_VERSION","检查最新版本"
"TID_TENCENT_DOLPHIN_CONFIRM","检查到新版本，请立即更新下载，大约<totalsize>k"
"TID_TENCENT_DOLPHIN_DOWNLOADING_70","安装包更新"
"TID_TENCENT_DOLPHIN_DOWNLOADING_71","更新下载配置文件"
"TID_TENCENT_DOLPHIN_DOWNLOADING_72","更新下载差异文件"
"TID_TENCENT_DOLPHIN_DOWNLOADING_73","更新下载全量文件"
"TID_TENCENT_DOLPHIN_DOWNLOADING_74","更新校验完成文件"
"TID_TENCENT_DOLPHIN_DOWNLOADING_75","更新校验本地安装包"
"TID_TENCENT_DOLPHIN_DOWNLOADING_76","更新校验配置文件"
"TID_TENCENT_DOLPHIN_DOWNLOADING_77","更新校验差异文件"
"TID_TENCENT_DOLPHIN_DOWNLOADING_78","更新合并差异文件"
"TID_TENCENT_DOLPHIN_DOWNLOADING_79","更新校验全量文件"
"TID_TENCENT_DOLPHIN_DOWNLOADING_SIZE","<nowsize>k/<totalsize>k"
"TID_TENCENT_DOLPHIN_ERROR","更新错误<error>"
"TID_TENCENT_DOLPHIN_ERROR_0","初始化错误"
"TID_TENCENT_DOLPHIN_ERROR_1","网络错误，请在网络环境正常下重启游戏。"
"TID_TENCENT_DOLPHIN_ERROR_2","网络超时，请在网络环境正常下重启游戏。"
"TID_TENCENT_DOLPHIN_ERROR_3","磁盘空间不足，请清理磁盘空间后，重启游戏。"
"TID_TENCENT_DOLPHIN_ERROR_4","其他系统错误，请重启手机重试。"
"TID_TENCENT_DOLPHIN_ERROR_5","模块其他错误，请重启手机重试。"
"TID_TENCENT_DOLPHIN_ERROR_6","当前版本不支持更新，请去应用商店下载最新版本。"
"TID_TENCENT_DOLPHIN_ERROR_8","当前环境下载安装包异常，请去应用商店下载最新版本。"
"TID_TENCENT_DOLPHIN_INSTALLFAIL","安装失败，请重试"
"TID_TENCENT_DOLPHIN_SUCCESS","检查更新完成"
"TID_TENCENT_DOLPHIN_TITLE","检查更新"
"TID_TENCENT_EXIT","退出"
"TID_TENCENT_GUEST_IGNORE_WARNING","หากท่านเล่นบัญชีนี้ต่อไปโดยไม่ล็อกอิน เกมจะถูกระงับเป็นเวลา 15 วันหลังจากท่านเล่นไปได้แล้ว 1 ชั่วโมง"
"TID_TENCENT_GUEST_IGNORE_WARNING_TITLE","แน่ใจหรือไม่?"
"TID_TENCENT_GUEST_LOGIN_WARNING","สืบเนื่องจากกฏป้องกันการติดเกมล่าสุด ท่านจะไม่สามารถกรอกชื่อนามสกุลจริงเมื่อล็อกอินด้วยบัญชีผู้เล่นชั่วคราวได้ และทำให้เวลาการเล่นของท่านถูกจำกัดอยู่ที่ 1 ชั่วโมงในเวลาทุกๆ 15 วัน เพื่อให้แน่ใจว่าท่านจะได้รับประสบการณ์เล่นที่ดีที่สุด เราขอแนะนำอย่างยิ่งให้ท่านล็อกอินด้วย QQ หรือ WeChat และยืนยันชื่อนามสกุลจริงของท่านให้เสร็จ"
"TID_TENCENT_GUEST_LOGIN_WARNING_TITLE","ล็อกอินในฐานะผู้เล่นชั่วคราว?"
"TID_TENCENT_LOGIN_AGREEMENTS","ฉันได้อ่านอย่างละเอียดและยอมรับ <TOS>, <PP>, <CHILDREN> และ <THIRDPARTY>"
"TID_TENCENT_LOGIN_CHILDREN","แนวทางการคุ้มครองความเป็นส่วนตัวของเด็กในเกมของ Tencent"
"TID_TENCENT_LOGIN_PP","แนวทางการคุ้มครองความเป็นส่วนตัวในเกมของ Tencent"
"TID_TENCENT_LOGIN_PROMPT_BLOCKED_NONE","สืบเนื่องจากกฏป้องกันการติดเกมล่าสุด ท่านจะไม่สามารถกรอกชื่อนามสกุลจริงเมื่อล็อกอินด้วยบัญชีผู้เล่นชั่วคราวได้ และทำให้เวลาการเล่นของท่านถูกจำกัดอยู่ที่ 1 ชั่วโมงในเวลาทุกๆ 15 วัน\n\nเพื่อเล่นต่อ เราขอแนะนำอย่างยิ่งให้ท่านล็อกอินด้วย QQ หรือ WeChat และยืนยันชื่อนามสกุลจริงของท่านให้เสร็จ"
"TID_TENCENT_LOGIN_PROMPT_BLOCKED_QQ","สืบเนื่องจากกฏป้องกันการติดเกมล่าสุด ท่านจะไม่สามารถกรอกชื่อนามสกุลจริงเมื่อล็อกอินด้วยบัญชีผู้เล่นชั่วคราวได้ และทำให้เวลาการเล่นของท่านถูกจำกัดอยู่ที่ 1 ชั่วโมงในเวลาทุกๆ 15 วัน\n\nบัญชีเกมของท่านเคยลงทะเบียนด้วย QQ มาก่อน เพื่อเล่นต่อ เราขอแนะนำอย่างยิ่งให้ท่านล็อกอินด้วย QQ อีกครั้ง และยืนยันชื่อนามสกุลจริงของท่านให้เสร็จ"
"TID_TENCENT_LOGIN_PROMPT_BLOCKED_WECHAT","สืบเนื่องจากกฏป้องกันการติดเกมล่าสุด ท่านจะไม่สามารถกรอกชื่อนามสกุลจริงเมื่อล็อกอินด้วยบัญชีผู้เล่นชั่วคราวได้ และทำให้เวลาการเล่นของท่านถูกจำกัดอยู่ที่ 1 ชั่วโมงในเวลาทุกๆ 15 วัน\n\nบัญชีเกมของท่านเคยลงทะเบียนด้วย WeChat มาก่อน เพื่อเล่นต่อ เราขอแนะนำอย่างยิ่งให้ท่านล็อกอินด้วย WeChat อีกครั้ง และยืนยันชื่อนามสกุลจริงของท่านให้เสร็จ"
"TID_TENCENT_LOGIN_PROMPT_TITLE","โปรดทราบ!"
"TID_TENCENT_LOGIN_PROMPT_UNBLOCKED_NONE","สืบเนื่องจากกฏป้องกันการติดเกมล่าสุด ท่านจะไม่สามารถกรอกชื่อนามสกุลจริงเมื่อล็อกอินด้วยบัญชีผู้เล่นชั่วคราวได้ และทำให้เวลาการเล่นของท่านถูกจำกัดอยู่ที่ 1 ชั่วโมงในเวลาทุกๆ 15 วัน\n\nเพื่อให้แน่ใจว่าท่านจะได้รับประสบการณ์เล่นที่ดีที่สุด เราขอแนะนำอย่างยิ่งให้ท่านล็อกอินด้วย QQ หรือ WeChat และยืนยันชื่อนามสกุลจริงของท่านให้เสร็จ"
"TID_TENCENT_LOGIN_PROMPT_UNBLOCKED_QQ","สืบเนื่องจากกฏป้องกันการติดเกมล่าสุด ท่านจะไม่สามารถกรอกชื่อนามสกุลจริงเมื่อล็อกอินด้วยบัญชีผู้เล่นชั่วคราวได้ และทำให้เวลาการเล่นของท่านถูกจำกัดอยู่ที่ 1 ชั่วโมงในเวลาทุกๆ 15 วัน\n\nบัญชีเกมของท่านเคยลงทะเบียนกัน QQ มาก่อน เพื่อให้แน่ใจว่าท่านจะได้รับประสบการณ์เล่นที่ดีที่สุด เราขอแนะนำอย่างยิ่งให้ท่านล็อกอินด้วย QQ อีกครั้ง และยืนยันชื่อนามสกุลจริงของท่านให้เสร็จ"
"TID_TENCENT_LOGIN_PROMPT_UNBLOCKED_WECHAT","สืบเนื่องจากกฏป้องกันการติดเกมล่าสุด ท่านจะไม่สามารถกรอกชื่อนามสกุลจริงเมื่อล็อกอินด้วยบัญชีผู้เล่นชั่วคราวได้ และทำให้เวลาการเล่นของท่านถูกจำกัดอยู่ที่ 1 ชั่วโมงในเวลาทุกๆ 15 วัน\n\nบัญชีเกมของท่านเคยลงทะเบียนด้วย WeChat มาก่อน เพื่อให้แน่ใจว่าท่านจะได้รับประสบการณ์เล่นที่ดีที่สุด เราขอแนะนำอย่างยิ่งให้ท่านล็อกอินด้วย WeChat อีกครั้ง และยืนยันชื่อนามสกุลจริงของท่านให้เสร็จ"
"TID_TENCENT_LOGIN_THIRDPARTY","《第三方信息共享清单》"
"TID_TENCENT_LOGIN_TOS","ข้อตกลงในการให้บริการและการอนุญาตในเกมของ Tencent"
"TID_TENCENT_REFUSE","拒绝"
"TID_TENCENT_RETRY","重试"
"TID_TENCENT_RETURN","返回"
"TID_TENCENT_THIRDPARTY_INFO","รายการการแบ่งปันข้อมูลกับบุคคลภายนอก"
"TID_TENCENT_USER_PRIVACY_POPUP_TEXT_1","在您使用我们(腾讯)服务前，请您务必审慎阅读、充分理解<TOS>、<PP>、<CHILDREN>、<THIRDPARTY>的各条款。同时，您应特别注意前述协议中免除或者限制我们责任的条款、对您权利进行限制的条款、约定争议解决方式和司法管辖的条款。如您已详细阅读并同意以上条款，请点击\q同意\q开始使用我们的服务。\n我已经详细阅读并同意<TOS>、<PP>、<CHILDREN>、<THIRDPARTY>。\n"
"TID_TENCENT_USER_PRIVACY_POPUP_TEXT_2","尊敬的用户，您需要详细阅读并同意<TOS>、<PP>、<CHILDREN>、<THIRDPARTY>，才可进入游戏哦。"
"TID_TENCENT_USER_PRIVACY_POPUP_TITLE_1","用户与隐私相关协议指引"
"TID_TENCENT_USER_PRIVACY_POPUP_TITLE_2","提示"
"TID_TERMS_OF_SERVICE_BUTTON","เงื่อนไขการให้บริการ"
"TID_TERMS_OF_SERVICE_BUTTON_TENCENT","ข้อตกลงในการให้บริการและการอนุญาตในเกมของ Tencent"
"TID_TESLA_TOWER2_INFO","กึ่งหอคอยกึ่งกับดัก รวมกันแล้วชวนช็อค! ช็อตไฟฟ้าใส่ศัตรูทั้งในอากาศและบนดินด้วยพลังแห่งวิทยาศาสตร์!"
"TID_TESLA_TOWER_INFO","วางกับดักมรณะด้วยเทสลาซุ่มซ่อน! พ่อมดของเราได้ดักเมฆพายุไว้ในหอคอยซุกซ่อนเหล่านี้ทุกแห่ง เมื่อศัตรูเดินหรือบินเข้ามาใกล้พอ หอคอยจะดีดตัวขึ้นและย่างสดมันด้วยพลังกลไฟฟ้า!"
"TID_TEST_DUMMY","หุ่นทดสอบ"
"TID_TEST_PACK_RES_FOR_BOTH_VILLAGES","แพ็คทดสอบสำหรับ Res ทั้งสอง v จาก th"
"TID_TEST_PACK_RES_V2","แพ็คทดสอบสำหรับ Res v2"
"TID_THUPGRADE_COMPLETE","การอัปเกรดศาลากลาง!"
"TID_THUPGRADE_COMPLETE_INFO","ท่านได้รับบูสต์ดังต่อไปนี้:"
"TID_TH_RECOMENDATION_INFO","ก่อนศาลากลาง <level> ท่านอาจจะอยากอัปเกรดสิ่งเหล่านี้ก่อนเพื่อเตรียมตัวให้พร้อม!"
"TID_TIME_DAYS","ว."
"TID_TIME_HOURS","ชม."
"TID_TIME_LEFT","เวลาที่เหลืออยู่:"
"TID_TIME_LEFT_NONE","เร็วๆ นี้!"
"TID_TIME_MINS","น."
"TID_TIME_SECS","วิ."
"TID_TIP_SPELL_FORGE","ปรุงอาคมทรงพลังที่สามารถใช้ได้ในขณะโจมตี"
"TID_TITLE_CLAN_MAIL_SEND","ส่งจดหมาย"
"TID_TITLE_HERO_GEAR","อุปกรณ์ผู้กล้า"
"TID_TITLE_RENAME_PRESET","เปลี่ยนชื่อกองทัพ"
"TID_TITLE_REQUEST_TROOPS","ขอกำลังเสริม"
"TID_TITLE_SELF_DONATE_TROOPS","เพิ่มกองกำลังเสริม"
"TID_TITLE_SHARE_REPLAY","แบ่งปันรีเพลย์"
"TID_TO","ถึง"
"TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT","โปรดรอก่อนส่งรายงานอีกครั้ง"
"TID_TOO_MANY_REPORTS_SENT","ท่านได้ถึงขีดจำกัดการรายงานประจำวันแล้ว!"
"TID_TOO_MANY_SHOVELED_OBSTACLES","สิ่งกีดขวางที่ถูกพลั่วขุดถึงจำนวนสูงสุดแล้ว โปรดลบสิ่งกีดขวางที่ถูกพลั่วขุดก่อนหน้าออกก่อน"
"TID_TOO_MANY_TRAINED_SUPER_TROOPS","ท่านมีซูเปอร์กองกำลังที่ฝึกฝนแล้วหลายประเภทมากเกินไป\n\nใช้หรือลบกองกำลังเหล่านั้นก่อน"
"TID_TOO_SHORT_ALLIANCE_NAME","ชื่อแคลนสั้นเกินไป"
"TID_TOP_HUD_FRIENDLY_BATTLE","การท้าฉันมิตร"
"TID_TOP_HUD_WATCH_LIVE_BUTTON","ชมสด"
"TID_TOTAL_CAPACITY_AFTER_TRAIN","ความจุกองกำลังหลังการฝึก:"
"TID_TOTAL_COST","ค่าใช้จ่ายทั้งหมด"
"TID_TOTAL_DAMAGE","ความเสียหายทั้งหมด:"
"TID_TOTAL_HEAL","การเยียวยาทั้งหมด: <number>"
"TID_TOTAL_HERO_HEAL","เยียวยาผู้กล้าทั้งหมด: <number>"
"TID_TOTAL_TRAINING_TIME","เวลาทั้งหมด:"
"TID_TOTAL_TROOP_HEAL","เยียวยากองกำลังทั้งหมด: <number>"
"TID_TOURNAMENT_HUB_DEFAULT_TITLE","ฮับทัวร์นาเมนต์"
"TID_TOWNHALL_DIVIDER_TEXT","ศาลากลางเลเวล <level>"
"TID_TOWNHALL_LEVEL","ศาลากลาง <level>"
"TID_TOWN_HALL2_INFO","เป็นที่อยู่ของช่างก่อสร้างยอดฝีมือ และเป็นเป้าหมายหลักในการรบ\n\nทำลายหอช่างก่อสร้างเพื่อรับดาวพิเศษในการโจมตี ทำลายสิ่งก่อสร้าง 50% ในด่านจะมอบดาวดวงที่สองแก่ท่าน และรับดาวสามดวงเมื่อทำลายได้ 100%\n\nอัปเกรดหอช่างก่อสร้างเพื่อปลดล็อคสิ่งก่อสร้างและกองกำลังระดับสูง!"
"TID_TOWN_HALL_10_INFO_SHORT","ศาลากลางที่ร้อนแรงที่สุดในขณะนี้!"
"TID_TOWN_HALL_11_INFO_SHORT","ศาลากลางหรูหราสง่างามเหมาะกับยุคที่ศิวิไลซ์"
"TID_TOWN_HALL_12_INFO_SHORT","ศาลากลางที่จะช็อตฟีลจนท่านสะดุ้ง!"
"TID_TOWN_HALL_13_INFO_SHORT","มหากาพย์ศึกเพลิงนรกมหากาฬ"
"TID_TOWN_HALL_13_WEAPON_INFO","เพลิงนรกมหากาฬทำให้ศัตรูรู้สึกเหมือนเป็นมาร์ชแมลโลว์ปีนขึ้นไปต่อสู้บนกองไฟ เมื่อถูกทำลาย ศาลากลางจะระเบิดเป็นจุณด้วยระเบิดแช่แข็งที่ทำให้ทุกอย่างรอบๆ เคลื่อนไหวช้าลง"
"TID_TOWN_HALL_14_INFO_SHORT","ขอต้อนรับสู่ผืนป่า เรามีทั้งความสนุกและเกมมอบให้ท่าน"
"TID_TOWN_HALL_15_INFO_SHORT","เวทมนตร์อลเวง!"
"TID_TOWN_HALL_16_INFO_SHORT","ปลดปล่อยพลังแห่งธรรมชาติ!"
"TID_TOWN_HALL_1_INFO_SHORT","การผจญภัยเดินทางครั้งยิ่งใหญ่เริ่มต้นที่นี่!"
"TID_TOWN_HALL_2_INFO_SHORT","ได้เวลาเรียนความรู้พื้นฐานกันแล้ว!"
"TID_TOWN_HALL_3_INFO_SHORT","อัปเลเวลและจัดทีมเพื่อเพิ่มความแข็งแกร่ง"
"TID_TOWN_HALL_4_INFO_SHORT","วาดฝันวิมานในอากาศ"
"TID_TOWN_HALL_5_INFO_SHORT","ได้เวลาร่ายมนตร์เป่าคาถา!"
"TID_TOWN_HALL_6_INFO_SHORT","ถึงเวลาตรวจสุขภาพแล้ว"
"TID_TOWN_HALL_7_INFO_SHORT","ยุคแห่งความกล้าหาญและน้ำอมฤตมืด"
"TID_TOWN_HALL_8_INFO_SHORT","เตรียมกองกำลังภาคพื้นให้พร้อม"
"TID_TOWN_HALL_9_INFO_SHORT","เพิ่มสกิล เพิ่มคิล เพิ่มความสนุก!"
"TID_TOWN_HALL_INFO","นี่คือใจกลางของหมู่บ้านของท่าน การอัปเกรดศาลากลางจะปลดล็อคการป้องกัน สิ่งก่อสร้าง กับดัก และสิ่งใหม่อื่นๆ มากมาย\nการทำลายศาลากลางของคู่แข่งจะทำให้ท่านชนะในการรบและจะได้หนึ่งดาว การทำลายสิ่งก่อสร้างของศัตรู 50% จะมอบดาวดวงที่สองให้ท่าน ส่วนการทำลายได้ครบ"
"TID_TOWN_HALL_LEVEL_TOO_LOW","ท่านต้องอัปเกรดศาลากลางเป็นเลเวล <number>!"
"TID_TOWN_HALL_LEVEL_TOO_LOW_2","ท่านต้องอัปเกรดหอช่างก่อสร้างเป็นเลเวล <number>!"
"TID_TOWN_HALL_UPGRADE_WARNING","หมายเหตุ: การอัปเกรดจะลดของปล้นที่ท่านจะได้จากคู่ต่อสู้ที่มีศาลากลางเลเวล <number> หรือต่ำกว่า"
"TID_TOWN_HALL_WEAPON_INFO","ศัตรูของท่านเข้ามาพบกับความน่าประลาดใจอย่างร้ายกาจด้วยเทสลามหากาฬ พี่ใหญ่อารมณ์ร้ายใจสามานย์แห่งครอบครัวเทสลา เมื่อไหร่ที่ศัตรูของท่านสร้างรอยขีดข่วนแก่เพียงลวดลายบนศาลากลาง สายฟ้าเปรี้ยงปร้างจะซัดพวกมันกระเด็นไปแล้วทิ้งไว้เพียงอากาศที่รสชาติอ่อนเบาราวกับมะพร้าว...และเหล็ก"
"TID_TOXIC_MINION","ลูกกระจ๊อกเบต้า"
"TID_TRADER_CAPITAL_TAB","เหรียญปล้นสะดม"
"TID_TRADER_CONFIRM_TEXT","ซื้อ <item> เป็นจำนวน <num> หรือไม่?"
"TID_TRADER_CONFIRM_TITLE","ซื้อข้อเสนอนี้?"
"TID_TRADER_COUNTDOWN","ข้อเสนอใหม่มาภายใน <time>"
"TID_TRADER_FEATURE","ร้านพ่อค้า"
"TID_TRADER_FEATURE_DESCRIPTION","แวะดูว่าพ่อค้านำสินค้าเวทมนตร์อะไรมาขายบ้างในร้านค้าในแต่ละสัปดาห์!"
"TID_TRADER_GEM_OFFERS_UNLOCKS_TEXT","ข้อเสนออัญมณีปลดล็อคที่ศาลากลางเลเวล <value>"
"TID_TRADER_ITEM_ALREADY_BOUGHT","ของหมด"
"TID_TRADER_ITEM_CANNOT_FIT_IN_STORAGE","คลังเต็ม"
"TID_TRADER_ITEM_GENERAL_ERROR",
"TID_TRADER_ITEM_NOT_UNLOCKED","ไม่ปลดล็อค"
"TID_TRADER_MENU_TITLE","ดีลประจำสัปดาห์"
"TID_TRADER_NEW","ใหม่"
"TID_TRADER_OFFER_TAB","อัญมณี"
"TID_TRADER_SPECIAL_OFFER_TAB","พิเศษ"
"TID_TRADER_SPECIAL_OFFER_TAB_INFO","ท่านสามารถซื้อไอเทมเวทมนตร์เหล่านี้ได้หลายครั้งในแต่ละสัปดาห์! แต่ละชิ้นมีจำนวนจำกัดในการซื้อในราคาส่วนลด"
"TID_TRADER_TUESDAY_NOTIFICATION","สวัสดีวันอังคารพ่อค้ามาเยือน! ดูดีลประจำสัปดาห์ใหม่ๆ!"
"TID_TRADER_UNLOCKS_TEXT","แม่ค้ามาถึงเมื่อศาลากลางเลเวล <value>"
"TID_TRAINING_BUILDING_STATUS","โรงทหาร"
"TID_TRAINING_BUTTON_BOOST","บูสต์"
"TID_TRAINING_CAPACITY","ความจุการฝึก: <number>"
"TID_TRAINING_FULL","คิวเต็มแล้ว!"
"TID_TRAINING_HUB_TEXT","เพลินไปกับ<cffcc33>บูสต์การฝึก</c> แล้วต่อสู้ให้สนุก"
