"TID","PT"
"TID_POPUP_BREAK_GUARD","Remover a guarda?"
"TID_POPUP_BREAK_GUARD_TEXT","Sem a guarda, outros jogadores poderão atacar você. Tem certeza de que deseja removê-la?"
"TID_POPUP_BREAK_LEGENDS_SHIELD_TEXT","Tem certeza de que deseja retirar o seu escudo? Você poderá atacar e se defender a partir do próximo dia da liga."
"TID_POPUP_BREAK_SHIELD","Remover o escudo?"
"TID_POPUP_BREAK_SHIELD_TEXT","Tem certeza de que deseja remover o escudo? Você terá a guarda sempre que o escudo acabar."
"TID_POPUP_CANCEL_CLEAR","Quer mesmo interromper a remoção de <item>?"
"TID_POPUP_CANCEL_CLEAR_TITLE","Parar a remoção?"
"TID_POPUP_CANCEL_CONSTRUCTION","Quer mesmo interromper a construção de <item>? Apenas <number>% do custo será reembolsado."
"TID_POPUP_CANCEL_CONSTRUCTION_TITLE","Parar a construção?"
"TID_POPUP_CANCEL_GOBLIN_CLEAR","Quer mesmo interromper a remoção de <item>? As gemas gastas com o Goblin Construtor não serão reembolsadas."
"TID_POPUP_CANCEL_GOBLIN_CLEAR_TITLE","Parar a remoção?"
"TID_POPUP_CANCEL_GOBLIN_CONSTRUCTION","Quer mesmo parar a construção de <item>? As gemas gastas com o Goblin Construtor não serão reembolsadas e somente <number>% dos recursos serão devolvidos."
"TID_POPUP_CANCEL_GOBLIN_CONSTRUCTION_TITLE","Parar a construção?"
"TID_POPUP_CANCEL_GOBLIN_UPGRADE","Quer mesmo parar a melhoria de <item>? As gemas gastas com o Goblin Construtor não serão reembolsadas e somente <number>% dos recursos serão devolvidos."
"TID_POPUP_CANCEL_GOBLIN_UPGRADE_TITLE","Parar a melhoria?"
"TID_POPUP_CANCEL_UPGRADE","Quer mesmo interromper a melhoria de <item>? Apenas <number>% do custo será reembolsado."
"TID_POPUP_CANCEL_UPGRADE_TITLE","Parar a melhoria?"
"TID_POPUP_CHANGE_LANGUAGE","Tem certeza de que quer alterar as configurações de idioma?"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Configurações de idioma"
"TID_POPUP_CONFLICTING_ACCOUNT_TITLE","Conta em conflito"
"TID_POPUP_EDIT_MODE_COLLECT","Quer mesmo remover todas as construções?"
"TID_POPUP_EDIT_MODE_COLLECT_STAGE","Quer mesmo remover todas as construções da fase <stage>?"
"TID_POPUP_EDIT_MODE_COLLECT_TITLE","Coletar tudo"
"TID_POPUP_EDIT_MODE_DISCARD","Quer mesmo sair do modo de edição e descartar as alterações?"
"TID_POPUP_EDIT_MODE_DISCARD_TITLE","Cancelar a edição?"
"TID_POPUP_EDIT_MODE_SAVE","Tem certeza de que deseja salvar as alterações?"
"TID_POPUP_EDIT_MODE_SAVE_TITLE","Salvar alterações"
"TID_POPUP_FORGE_TITLE","Preparar feitiços <limit>"
"TID_POPUP_FRIEND_LIST_TITLE","Amigos"
"TID_POPUP_GIFT_RECEIVED_BUTTON","OK"
"TID_POPUP_GIFT_RECEIVED_TEXT","Você resgatou o código promocional de recursos bônus com sucesso! Confira a sua caixa de entrada no jogo para mais informações."
"TID_POPUP_GIFT_RECEIVED_TITLE","Recursos bônus"
"TID_POPUP_GOBLIN_BUILDER_DISCLAIMER","O Goblin Construtor também precisa de tempo e dos recursos para construir."
"TID_POPUP_GOBLIN_BUILDER_EXPENSIVE_DISCLAIMER","O Goblin Construtor também precisa de tempo e dos recursos para construir. Liberar um construtor será mais barato neste caso."
"TID_POPUP_GOBLIN_BUILDER_HEADER","Ei, chefe!"
"TID_POPUP_GOBLIN_BUILDER_TEXT","Parece que os outros construtores estão ocupados, mas você sabe que eu posso construir tudo, não é? Só peço algumas gemas pelo meu tempo."
"TID_POPUP_GOBLIN_HELPER_DISCLAIMER","Eu só posso ajudar se você\ntiver 5 cabanas do construtor."
"TID_POPUP_GOBLIN_HELPER_HEADER","Procurando trabalho!"
"TID_POPUP_GOBLIN_HELPER_TEXT","Ei, chefe! Precisa de ajuda para pesquisar ou construir? Eu posso ajudar em troca de algumas gemas pelo meu tempo!"
"TID_POPUP_GOBLIN_RESEARCHER_DISCLAIMER","O Goblin Construtor também precisa de tempo e dos recursos para pesquisar."
"TID_POPUP_GOBLIN_RESEARCHER_EXPENSIVE_DISCLAIMER","O Goblin Pesquisador também precisa de tempo e dos recursos para trabalhar. Terminar a pesquisa atual será mais barato neste caso."
"TID_POPUP_GOBLIN_RESEARCHER_HEADER","Ei, chefe!"
"TID_POPUP_GOBLIN_RESEARCHER_TEXT","Parece que o laboratório está ocupado, mas você sabe que eu posso fazer a pesquisa, não é? Só peço algumas gemas pelo meu tempo."
"TID_POPUP_HALLOWEEN_EVENT_END_TITLE","A Mistura Medonha acabou!"
"TID_POPUP_HEADER_ABOUT_TO_BOOST","Acelere a produção!"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_HERO","Acelerar a velocidade de cura!"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE","Aceleração grátis"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_VILLAGE_SPEEDUP","Acelerar vila?"
"TID_POPUP_HEADER_ABOUT_TO_SPEED_UP","Concluir agora!"
"TID_POPUP_HEADER_WARNING","Atenção!"
"TID_POPUP_MAX_OUT_ARMY","Usar <booster> para melhorar suas tropas até o nível máximo permitido por seu centro da vila por <time>?"
"TID_POPUP_MAX_OUT_ARMY_TITLE","Potencializar tropas e feitiços?"
"TID_POPUP_NOT_ENOUGH_DIAMONDS","Quer mais?"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_BUTTON","Entrar na loja"
"TID_POPUP_NOT_ENOUGH_DIAMONDS_TITLE","Gemas insuficientes"
"TID_POPUP_NO_UPGRADE_SLOTS_HEADER","O laboratório está ocupado!"
"TID_POPUP_NO_UPGRADE_SLOTS_TEXT","Finalizar a melhoria anterior e iniciar a atual?"
"TID_POPUP_RED_GEMS_PURCHASED_TEXT","Agradecemos seu apoio à campanha contra a AIDS da (RED). Que tal mostrá-lo decorando o Centro da Vila com (RED) até o dia 8 de dezembro?"
"TID_POPUP_RED_GEMS_PURCHASED_TITLE","Valeu, Chefe!"
"TID_POPUP_REMOVE_OTHERS_WAR_DONATION_DESCR","Quer mesmo excluir esta unidade doada do castelo de guerra deste jogador?"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","Quer mesmo remover os reforços? Você não receberá reembolso."
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","Remover os reforços?"
"TID_POPUP_REMOVE_SPELL_TEXT","Quer mesmo remover os feitiços? Você não receberá reembolso."
"TID_POPUP_REMOVE_SPELL_TITLE","Remover feitiços?"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","Quer mesmo remover as tropas e os feitiços? Você não será reembolsado."
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","Remover tropas e feitiços?"
"TID_POPUP_REMOVE_TROOP_TEXT","Quer mesmo remover as tropas?"
"TID_POPUP_REMOVE_TROOP_TITLE","Remover tropas?"
"TID_POPUP_REMOVE_WAR_DONATION_DESCR","Tem certeza de que quer excluir esta unidade doada do seu castelo de guerra?"
"TID_POPUP_REMOVE_WAR_DONATION_TITLE","Excluir tropa?"
"TID_POPUP_REPLACE_LAYOUT","Substituir o layout?"
"TID_POPUP_RESUME_BOOST_TEXT","Sua aceleração foi pausada durante a manutenção."
"TID_POPUP_REVENGE_CLEAR","Você só pode selecionar a vingança uma vez para cada entrada no registro de defesas. Selecionar mesmo assim?"
"TID_POPUP_REVENGE_CLEAR_TITLE","Vingança"
"TID_POPUP_SELL_BOOSTER_TITLE","Vender item mágico?"
"TID_POPUP_SHIELD_REMOVAL","Você pode procurar uma partida a qualquer momento, mas o seu escudo será reduzido se começar um ataque. Se tiver menos do que o custo do ataque, seu escudo será removido."
"TID_POPUP_SHIELD_REMOVAL_REVENGE","Seu escudo será reduzido se você começar um ataque de vingança. Se tiver menos do que o custo do ataque, seu escudo será removido."
"TID_POPUP_SHIELD_REMOVAL_TITLE","Ataque com escudo ativo"
"TID_POPUP_SOCIAL_LIST_TITLE","Social"
"TID_POPUP_SPEED_UP_BOOSTER_CONSTRUCTION","Quer concluir a construção de <item> com <booster>?"
"TID_POPUP_SPEED_UP_BOOSTER_CONSTRUCTION_SLOWDOWN","A construção de <item> está atrasando o treino das tropas. Quer terminá-la agora por <booster>?"
"TID_POPUP_SPEED_UP_BOOSTER_UPGRADE","Quer concluir a melhoria de <item> com <booster>?"
"TID_POPUP_SPEED_UP_BOOSTER_UPGRADE_SLOWDOWN","A melhoria de <item> está atrasando o treino das tropas. Quer terminá-la agora por <booster>?"
"TID_POPUP_SPEED_UP_CONSTRUCTION","Quer concluir a construção de <item>?"
"TID_POPUP_SPEED_UP_CONSTRUCTION_SLOWDOWN","A construção de <item> está atrasando o treino das tropas. Quer terminá-la agora?"
"TID_POPUP_SPEED_UP_FORGE","Deseja finalizar a produção de ouro da capital agora?"
"TID_POPUP_SPEED_UP_UPGRADE","Quer concluir a melhoria de <item>?"
"TID_POPUP_SPEED_UP_UPGRADE_SLOWDOWN","A melhoria de <item> está atrasando o treino das tropas. Quer terminá-la agora?"
"TID_POPUP_STORE_DECORATION","Armazenar decoração?"
"TID_POPUP_STORE_OBSTACLE","Guardar obstáculo?"
"TID_POPUP_TEXT_REPLACE_LAYOUT","Tem certeza de que quer substituir um layout existente?"
"TID_POPUP_TEXT_STORE_DECORATION","A decoração (<item>) será colocada na loja e poderá ser usada de novo sem custo."
"TID_POPUP_TEXT_STORE_OBSTACLE","O item (<item>) será guardado, mas poderá ser posicionado novamente com o editor de layout."
"TID_POPUP_TRAIN_TITLE","Treinar Tropas <limit>"
"TID_POPUP_TRY_AGAIN","Tempo restante estimado:"
"TID_POPUP_UNDER_ATTACK","Você está sob ataque! Aguarde, sua vila será carregada automaticamente."
"TID_POPUP_UNDER_ATTACK_LIVE_REPLAY","Sua vila está sendo atacada!"
"TID_POPUP_UPGRADE_ALREADY_IN_PROGRESS","Melhoria em andamento"
"TID_POPUP_UPGRADE_BUILD_MORE","Construir mais:"
"TID_POPUP_UPGRADE_NOT_AVAILABLE_TITLE","<character> nível <number>"
"TID_POPUP_UPGRADE_TITLE","Melhorar para o nível <number>?"
"TID_POPUP_UPGRADE_TROOP_TITLE","Escolha o que melhorar"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","Você quer mesmo melhorar os muros selecionados por <number> <resource>?"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","Melhorar muros"
"TID_POPUP_UPGRADE_WALL_TEXT","Usar <num>x <booster> para melhorar o muro?"
"TID_POPUP_UPGRADE_WALL_TITLE","Melhorar muro"
"TID_POWER_BOOST","Aceleração de poder"
"TID_POWER_BOOST_INFO","Melhora suas tropas e seus feitiços até o nível máximo permitido por seu centro da vila."
"TID_PRACTICELEVELS_HUB_TEXT","Repita <cffcc33>ataques de treinamento</c> para aperfeiçoar suas habilidades."
"TID_PRACTICE_MODE_UNLOCKS_LATER","O modo de treinamento é liberado com centro da vila 4."
"TID_PREFERRED_TARGET_ANY","Qualquer um"
"TID_PREFERRED_TARGET_DAMAGE_BONUS","(Dano x<number>)"
"TID_PREFERRED_TARGET_EFFECT_BONUS","(Efeito x<number>)"
"TID_PREMIUM_PASS_PACKAGE","Bilhete dourado"
"TID_PREMIUM_PASS_PACKAGE_INFO","Obtenha o bilhete dourado desta temporada para conseguir ainda mais recompensas nos desafios da temporada!\n\nRecompensas exclusivas:\n• Visual de heróis.\n• Doação rápida por 1 gema.\n• Aceleração de construtores, pesquisa e treinamento.\n• Banco da temporada até 5x maior."
"TID_PREPARATION_DAY_DURATION","Período de preparação"
"TID_PREPARE_DURATION","Preparação:"
"TID_PRESET_CANNOT_TRAIN","Não há treinamento de <item> no momento."
"TID_PRESET_CAPITAL_HOUSING_BUILDING_MISSING","O edifício de habitação ainda não foi construído."
"TID_PRESET_CAPITAL_PRODUCTION_BUILDING_MISSING","O edifício de produção ainda não foi construído."
"TID_PRESET_CREATE_EDIT_TITLE","Alterar exército amistoso"
"TID_PRESET_EMPTY","Sem exército preparado"
"TID_PRESET_FULL","Cheio!"
"TID_PRESET_INFO","Planeje seu exército para facilitar o treino!"
"TID_PRESET_LOAD_FAIL","Espaço insuficiente nas filas de treino!"
"TID_PRESET_LOAD_FAIL_LOCKED_TROOP","Prédio de treinamento obrigatório em construção"
"TID_PRESET_LOAD_OK","Exército adicionado às filas de treino."
"TID_PRESET_ORIGINAL_TROOP_ALREADY_INCLUDED","A tropa original já está no exército."
"TID_PRESET_ORIGINAL_TROOP_LEVEL_TOO_LOW","O nível da sua tropa original é baixo demais."
"TID_PRESET_PRODUCTION_BUILDING_UNDER_UPGRADE","O edifício de produção está sendo melhorado!"
"TID_PRESET_RESOURCES","Custo"
"TID_PRESET_SAVE_FAIL","Não foi possível salvar o exército. Tente novamente mais tarde."
"TID_PRESET_SAVE_OK","O exército foi salvo!"
"TID_PRESET_SUPER_TROOP_ALREADY_INCLUDED","A supertropa já está no exército."
"TID_PRESET_TIME","Tempo"
"TID_PRESET_TOO_MANY_DIFFERENT_SUPER_TROOPS","Há muitas supertropas diferentes no exército."
"TID_PRESET_UNLOCK_INFO","O treino rápido desbloqueia no Centro da Vila de nível <number>!"
"TID_PRESTIGE_TROPHIES","Troféus lendários"
"TID_PRESTIGE_VERSUS_TROPHIES","Prestígio"
"TID_PREVIOUS_ARMY","Último exército"
"TID_PREVIOUS_ARMY_INFO","Treine o último exército após um ataque!"
"TID_PREVIOUS_BEST","Recorde anterior"
"TID_PRIMAL_SCENERY","Paisagem primitiva"
"TID_PRIORITIZED_UPGRADES","Melhorias prioritárias:"
"TID_PRIORITIZE_UPGRADE_INTERNAL_ERROR","Erro na priorização da melhoria."
"TID_PRIORITIZE_UPGRADE_INVALID_ACTION","Ação inválida"
"TID_PRIORITIZE_UPGRADE_NOT_IN_ALLIANCE","Sem clã"
"TID_PRIORITIZE_UPGRADE_NO_PERMISSION","Não é possível priorizar melhorias."
"TID_PRIORITIZE_UPGRADE_TOO_MANY_PRIORITIZED_UPGRADES_IN_ALLIANCE_DISTRICT","O limite de priorização de melhorias foi atingido."
"TID_PRIVACY_CONTROLS_BUTTON","Controles de privacidade"
"TID_PRIVACY_POLICY_BUTTON","Política de Privacidade"
"TID_PRIVACY_POLICY_BUTTON_TENCENT","Política de Privacidade da Tencent Game"
"TID_PRIZE_SHOP_ITEM_COOLDOWN","É preciso esperar <time> para comprar <item> de novo."
"TID_PRIZE_SHOP_ITEM_PURCHASED_INVENTORY","<item> está agora no seu inventário."
"TID_PRIZE_SHOP_ITEM_PURCHASED_RESOURCE","<count> <resource> está disponível."
"TID_PRIZE_SHOP_ITEM_PURCHASED_TREASURY","Adicionado ao seu Centro da Vila: <item>"
"TID_PRIZE_SHOP_ITEM_PURCHASED_TREASURY_MULTI","Adicionado ao seu Centro da Vila: <num>x <item>"
"TID_PRODUCTION_CAPACITY","Capacidade: <number>"
"TID_PRODUCTION_RATE","Velocidade de produção: <number> por hora"
"TID_PRODUCTION_RATE_PER_DAY","Velocidade de produção: <number> por dia"
"TID_PROFILE_ALL_DONATIONS","Contribuição total da capital"
"TID_PROFILE_BEST_TROHPIES","Melhor de todos os tempos:"
"TID_PROFILE_BEST_WAR_STARS","Estrelas de guerra ganhas:"
"TID_PROFILE_BUTTON_ADD_FRIEND","Adicionar amigo"
"TID_PROFILE_FRIENDS","Amigos"
"TID_PROFILE_FRIEND_REQUEST_QUERY","Adicionar amigo?"
"TID_PROFILE_FRIEND_REQUEST_SENT","Pedido de amizade enviado"
"TID_PROFILE_LEGEND","Torneio de Ligas Lendárias"
"TID_PROFILE_LEGEND_BEST","Melhor: temporada de <month>/<year>"
"TID_PROFILE_LEGEND_LAST","Anterior: temporada de <month>/<year>"
"TID_PROFILE_LEGEND_NO_LAST_RANK","Não se classificou"
"TID_PROFILE_LEGEND_PRESTIGE","Troféus lendários"
"TID_PROFILE_LEGEND_RANK","Posição"
"TID_PROFILE_LEGEND_RANK_INLINE","<value>ª posição"
"TID_PROJECTILE_COUNT","Número de projéteis: <number>"
"TID_PROJECTILE_DAMAGE","Dano de projétil: <number>"
"TID_PROMOTED_TO_TEXT","Promovido para"
"TID_PROMOTE_POPUP_TITLE","Você foi promovido!"
"TID_PROMOTE_TO_ADMIN_CONFIRMATION","Promover <name> a ancião do clã?"
"TID_PROMOTE_TO_ADMIN_CONFIRMATION_TITLE","Promover?"
"TID_PROMOTE_TO_COLEADER_CONFIRMATION","Promover <name> a colíder do clã?"
"TID_PROMOTE_TO_COLEADER_CONFIRMATION_TITLE","Promover?"
"TID_PROMOTE_TO_LEADER_CONFIRMATION","Promover <name> a líder do clã?"
"TID_PROMOTE_TO_LEADER_CONFIRMATION_TITLE","Abdicar?"
"TID_PTE_PERK_BUILDING_BOOST","Aceleração do Construtor"
"TID_PTE_PERK_BUILDING_BOOST_DESC","Estruturas precisam de <num>% menos recursos e tempo para serem melhoradas. Usar a forja requer <num>% menos recursos e tempo."
"TID_PTE_PERK_NEEDS_PREMIUM","Liberar com bilhete de evento"
"TID_PTE_PERK_RESEARCH_BOOST","Aceleração de pesquisa"
"TID_PTE_PERK_RESEARCH_BOOST_DESC","Melhorias de tropas, feitiços e máquinas de cerco no laboratório precisam de <num>% menos recursos e tempo para serem concluídas."
"TID_PTE_PERK_TRAINING_BOOST","Aceleração de treino"
"TID_PTE_PERK_TRAINING_BOOST_DESC","Treino de tropas, produção de feitiços e construção de máquinas de cerco precisam de <num>% menos recursos e tempo do que o normal. Heróis levam <num>% menos tempo para se recuperarem."
"TID_PTE_REWARD_LOCKED_NEED_PREMIUM","Você precisa do bilhete de evento para liberar esta recompensa."
"TID_PTE_REWARD_LOCKED_NOT_ENOUGH_POINTS","Você precisa de mais <num>x <soft_currency> para liberar esta recompensa."
"TID_PTE_REWARD_LOCKED_NOT_ENOUGH_POINTS_AND_NEED_PREMIUM","Você precisa de mais <num>x <soft_currency> e do bilhete de evento para liberar esta recompensa."
"TID_PUBLIC_WAR_LOG","Registro de guerra público"
"TID_PUMPKIN_BARBARIAN","Bárbaro Abóbora"
"TID_PUMPKIN_GRAVEYARD_SCENERY","Cemitério de abóboras"
"TID_PURCHASE_LIMIT_CONFIRM","Digite \q<CONFIRM>\q e pressione o botão Ok para comprar <ITEM> por <PRICE>."
"TID_PURCHASE_LIMIT_TEXT","Para evitar compras acidentais, você poderá comprar de novo em:"
"TID_PURCHASE_LIMIT_TITLE","Confirmar compra"
"TID_PUSHER","Empurrão"
"TID_PUSHER_INFO","Empurra as tropas terrestres na direção que você escolher. Eita!"
"TID_PUSH_ATTACKED","Sua vila foi invadida por <attacker>!"
"TID_PUSH_CHAT_TAG","<name>, marcaram você no bate-papo do clã!"
"TID_PUSH_UNDER_ATTACK","Sua vila está sendo atacada por <attacker>!"
"TID_PUSH_WAR_0","A guerra foi declarada contra <data>!"
"TID_PUSH_WAR_1","O tempo de preparação para a guerra está quase esgotado!"
"TID_PUSH_WAR_2","O dia de batalha contra <data> começou!"
"TID_PUSH_WAR_3","A guerra contra <data> acabará em breve."
"TID_PUSH_WAR_4","A guerra contra <data> terminou."
"TID_PVP_BUTTON","Procurar partida"
"TID_QQ_LOGGED_IN","Conectou-se com o QQ"
"TID_QQ_LOGIN_BUTTON","Conectar-se com o QQ"
"TID_RAGED_BARBARIAN","Bárbaro Furioso"
"TID_RAGE_TOWER_SHORT","Fúria"
"TID_RAID_ATTACK_CONFIRM_INFO","Prepare-se bem antes de iniciar o raide!"
"TID_RAID_CART","Carrinho de Raide"
"TID_RAID_DATA_ERROR_INTERNAL","Detalhes do raide indisponíveis. Tente de novo mais tarde."
"TID_RAID_DONT_HAVE_RESULTS_YET","Os resultados do raide ainda não estão disponíveis."
"TID_RAID_ERROR_NO_SEASON","Raides só estão disponíveis durante temporadas específicas."
"TID_RAID_INFO","Dados do raide"
"TID_RAID_INFO_TAB_ATTACK","São necessários vários ataques para vencer a maioria dos distritos. O dano causado pelos atacantes é transferido para os próximos ataques. O mesmo acontece com os feitiços. À medida que o dano aumenta, a área de mobilização de tropas também aumenta, oferecendo mais opções.\n\nUse este treinamento para praticar os ataques do raide!"
"TID_RAID_INFO_TAB_ATTACK_TITLE","Atacando"
"TID_RAID_INFO_TAB_OVERVIEW","Mostre que seu clã é o melhor de todos no raide de fim de semana. Seu clã enfrentará a capital de vários outros clãs e precisará derrotar cada um deles para ganhar recompensas cada vez melhores. Enquanto você ataca, outros clãs também atacarão a sua capital. Você pode ver o desempenho deles e ajustar o layout dos distritos caso precise.\n\nTodos os membros do clã têm o mesmo número de ataques durante o fim de semana. Quem conseguir uma vitória de 3 estrelas ganha um ataque extra. Pense bem antes de atacar, pois não é possível obter mais ataques!"
"TID_RAID_INFO_TAB_OVERVIEW_TITLE","Visão geral"
"TID_RAID_INFO_TAB_REWARDS","Seu clã ganha medalhas de raide ao atacar e defender durante o raide de fim de semana. As medalhas de raide são distribuídas no fim do raide para quem tiver atacado. A quantidade de medalhas de raide recebidas depende do número de distritos destruídos e da força desses distritos. Medalhas também são obtidas em boas defesas contra outros clãs, então monte layouts elaborados para dificultar a derrota do seu distrito.\n\nAo atacar nos raides, você pode obter ouro da capital destruindo construções."
"TID_RAID_INFO_TAB_REWARDS_TITLE","Recompensas"
"TID_RAID_LOG","Histórico de raides"
"TID_RAID_MAP","Mapa do raide"
"TID_RAID_MEDALS_INFO","Medalhas de raide são obtidas com o seu clã nos raides de fim de semana. Use-as para comprar itens do comerciante ou para reforçar o Castelo do Clã."
"TID_RAID_NUMBER","Raide <number>"
"TID_RAID_RESULTS_FROM_DIFFERENT_ALLIANCE","Você não atacou no último raide de fim de semana com este clã."
"TID_RAID_RESULTS_INTERNAL_ERROR","Houve um erro ao buscar o resultado do último raide de fim de semana."
"TID_RAID_RESULTS_NO_ATTACK_FROM_ALLIANCE","O clã não atacou no último raide de fim de semana."
"TID_RAID_RESULTS_NO_SIGNUP_FROM_ALLIANCE","O clã não participou do último raide de fim de semana."
"TID_RAID_SIGNUP_ERROR_EVENT_NOT_ACTIVE","Não é possível se inscrever. O raide de fim de semana não está disponível."
"TID_RAID_SIGNUP_ERROR_INTERNAL","Não é possível se inscrever. Tente de novo mais tarde."
"TID_RAID_SIGNUP_ERROR_NOT_IN_ALLIANCE","Não é possível se inscrever. Você não está mais no clã."
"TID_RAID_SIGNUP_ERROR_NO_LONGER_AVAILABLE","Não é possível se inscrever no raide de fim de semana."
"TID_RAID_SIGNUP_ERROR_NO_PERMISSION","Você não tem permissão para se inscrever."
"TID_RAID_WEEKEND","Raide de fim de semana"
"TID_RAID_WEEKEND_CLAN_DEMOTION","O clã <clan> foi rebaixado."
"TID_RAID_WEEKEND_CLAN_PROMOTION","O clã <clan> foi promovido."
"TID_RAID_WEEKEND_CLAN_STAYED","O clã <clan> ficou na mesma liga."
"TID_RAID_WEEKEND_ENEMY_DISTRICTS_DESTROYED","Distritos inimigos destruídos:"
"TID_RAID_WEEKEND_HISTORY","Histórico do raide de fim de semana"
"TID_RAID_WEEKEND_INFO","Dados do raide de fim de semana"
"TID_RAID_WEEKEND_OVER","Raide de fim de semana concluído"
"TID_RAID_WEEKEND_RAIDS_COMPLETED","Raides finalizados:"
"TID_RAID_WEEKEND_RESULTS","Resultados do raide de fim de semana"
"TID_RAID_WEEKEND_REWARDED","Você recebeu:"
"TID_RAID_WEEKEND_REWARD_SUBTITLE","Você recebeu:"
"TID_RAID_WEEKEND_REWARD_TOTAL_TROPHIES","Total de troféus:"
"TID_RAID_WEEKEND_SIGNUP_LEADERS","Nos raides de fim de semana, seu clã luta contra a capital de outros clãs. Use seus ataques e lute ao lado de seus colegas para obter grandes recompensas!\n\nSeu clã está pronto?\n\nO raide de fim de semana termina em: <time>"
"TID_RAID_WEEKEND_SIGNUP_MEMBERS","Nos raides de fim de semana, seu clã luta contra a capital de outros clãs. Use seus ataques e lute ao lado de seus colegas para obter grandes recompensas!\n\nPeça a um líder, colíder ou ancião para participar!\n\nO raide de fim de semana termina em: <time>"
"TID_RAID_WEEKEND_SIGN_UP_NOT_ENOUGH_TIME","Inscrição indisponível. O raide de fim de semana está quase acabando."
"TID_RAID_WEEKEND_STARTS_IN","Início do raide de fim de semana: <time>"
"TID_RAID_WEEKEND_TOTAL_ATTACKS","Total de ataques:"
"TID_RAID_WEEKEND_TOTAL_LOOT","Saque total da capital:"
"TID_RAIL","Trilho"
"TID_RAM_RIDER_ABILITY_INFO","Ataca a primeira defesa encontrada, destruindo muros pelo caminho!"
"TID_RAM_RIDER_ABILITY_TITLE","ATACAAAR!"
"TID_RANKTITLE","Posição"
"TID_RATE_APP_MESSAGE","Avalie o Clash of Clans na App Store e dê sua preciosa opinião!"
"TID_RATE_APP_MESSAGE_AMAZON","Avalie o Clash of Clans na loja de aplicativos da Amazon e dê sua preciosa opinião!"
"TID_RATE_APP_MESSAGE_ANDROID","Avalie o Clash of Clans no Google Play e dê sua preciosa opinião!"
"TID_RATE_APP_TITLE","Avalie o Clash of Clans"
"TID_RECALL_NO_TROOPS_TO_DEPLOY","Nenhuma tropa retornou ainda."
"TID_RECALL_TROOPS_ALREADY_DEPLOYED","As tropas que retornaram já foram mobilizadas."
"TID_RECALL_TROOPS_TO_DEPLOY_THEM_AGAIN","Chame as tropas para mobilizá-las de novo."
"TID_RECEIVED_WAR_REQUEST_FROM","Desafio de guerra recebido de <clan>!"
"TID_RECEIVE_INVITATIONS_BUTTON","Receber convites"
"TID_RECHARGE_TIME","Tempo de recarga: <number> segundos"
"TID_RECOMMENDED_TARGET","Alvo recomendado"
"TID_RECORDING_CANT_GO_HOME","Impossível ir para a sua vila. Você precisa parar de gravar primeiro!"
"TID_RECORDING_CANT_GO_MAP","Impossível ir para o mapa de guerra. Você precisa parar de gravar primeiro!"
"TID_RECOVERY_BUILDING","Cabana de Cura"
"TID_RECOVERY_BUILDING_INFO","Aqui é preparada uma sopa deliciosa e nutritiva, receita da avó do Mestre Construtor. As tropas tomam um pouco dela a caminho da próxima fase do ataque e recobram um pouco de saúde."
"TID_RECRUITING","Recrutamento"
"TID_REDUCE_COST","Desconto:"
"TID_REDUCE_TIME_BARRACK_TROOP","Reduz o tempo de treino para:"
"TID_REDUCE_TIME_BARRACK_TROOP2","Novo tempo de treino: <num2>"
"TID_RED_NEWS_BUY","Loja"
"TID_RED_PROCEEDS","100% do dinheiro arrecadado irá para a luta da (RED) contra a AIDS."
"TID_REENGAGEMENT_APOLOGY_1","Uau! Você é bem forte para um Goblin."
"TID_REENGAGEMENT_APOLOGY_2","O quê? Você não é um Goblin?"
"TID_REENGAGEMENT_APOLOGY_3","Chefe? É mesmo você?"
"TID_REENGAGEMENT_APOLOGY_4","Ainda bem que você voltou!"
"TID_REENGAGEMENT_APOLOGY_5","Foi mal pensar que você era um Goblin, chefe."
"TID_REENGAGEMENT_APOLOGY_6","Muitas coisas aconteceram desde que você partiu. Vamos falar com os outros!"
"TID_REENGAGEMENT_ATTACK_1","As tropas estão animadas por ter você de volta!"
"TID_REENGAGEMENT_ATTACK_2","Aposto que o treinamento delas será rápido, pelo menos por um período!"
"TID_REENGAGEMENT_ATTACK_3","Você deveria treinar um exército agora mesmo, chefe!"
"TID_REENGAGEMENT_BP_1","Psiu! Não diga a ninguém, mas eu lhe dei alguns pontos para ajudar a concluir a temporada."
"TID_REENGAGEMENT_BUILDER_1","O construtor fez algumas obras na sua ausência."
"TID_REENGAGEMENT_BUILDER_2","Precisamos da sua assinatura aqui, aqui... E aqui..."
"TID_REENGAGEMENT_BUILDER_3","O construtor também andou planejando as próximas melhorias."
"TID_REENGAGEMENT_BUILDER_4","Se precisar de ideias, confira a lista dele!"
