"TID","EN"
"TID_RAID_WEEKEND_CLAN_STAYED","<clan> stayed in the same league"
"TID_RAID_WEEKEND_ENEMY_DISTRICTS_DESTROYED","Enemy Districts Destroyed:"
"TID_RAID_WEEKEND_HISTORY","Raid Weekend History"
"TID_RAID_WEEKEND_INFO","Raid Weekend Info"
"TID_RAID_WEEKEND_OVER","Raid Weekend Over"
"TID_RAID_WEEKEND_RAIDS_COMPLETED","Raids Completed:"
"TID_RAID_WEEKEND_RESULTS","Raid Weekend Results!"
"TID_RAID_WEEKEND_REWARDED","You were rewarded"
"TID_RAID_WEEKEND_REWARD_SUBTITLE","You were Rewarded:"
"TID_RAID_WEEKEND_REWARD_TOTAL_TROPHIES","Total Trophies:"
"TID_RAID_WEEKEND_SIGNUP_LEADERS","In Raid Weekends, your Clan fights against other Clans' Capitals. Use your attacks and battle together to win valuable rewards!\n\nIs your Clan ready? Join now!\n\nRaid Weekend ends in: <time>"
"TID_RAID_WEEKEND_SIGNUP_MEMBERS","In Raid Weekends, your Clan fights against other Clans' Capitals. Use your attacks and battle together to win valuable rewards!\n\nAsk a Leader, Co-leader or Elder to join!\n\nRaid Weekend ends in: <time>"
"TID_RAID_WEEKEND_SIGN_UP_NOT_ENOUGH_TIME","The Raid Weekend is almost over, not enough time to sign up!"
"TID_RAID_WEEKEND_STARTS_IN","Raid Weekend starts in: <time>"
"TID_RAID_WEEKEND_TOTAL_ATTACKS","Total Attacks:"
"TID_RAID_WEEKEND_TOTAL_LOOT","Capital Total Loot:"
"TID_RAIL","Rail"
"TID_RAM_RIDER_ABILITY_INFO","Charges the first defense she sees, smashing Walls on the way!"
"TID_RAM_RIDER_ABILITY_TITLE","CHAARRRGEE!"
"TID_RANKTITLE","Rank"
"TID_RATE_APP_MESSAGE","Please rate or review Clash of Clans on App Store to give us valuable feedback!"
"TID_RATE_APP_MESSAGE_AMAZON","Please rate or review Clash of Clans on Amazon Appstore to give us valuable feedback!"
"TID_RATE_APP_MESSAGE_ANDROID","Please rate or review Clash of Clans on Google Play to give us valuable feedback!"
"TID_RATE_APP_TITLE","Rate Clash of Clans"
"TID_RECALL_NO_TROOPS_TO_DEPLOY","No troops were Recalled"
"TID_RECALL_TROOPS_ALREADY_DEPLOYED","Recalled troops were already deployed"
"TID_RECALL_TROOPS_TO_DEPLOY_THEM_AGAIN","Recall troops to deploy them again"
"TID_RECEIVED_WAR_REQUEST_FROM","War challenge from <clan>!"
"TID_RECEIVE_INVITATIONS_BUTTON","Receive Invitations"
"TID_RECHARGE_TIME","Recharge time: <number> Seconds"
"TID_RECOMMENDED_TARGET","Recommended target"
"TID_RECORDING_CANT_GO_HOME","Can't go home, you need to stop recording first!"
"TID_RECORDING_CANT_GO_MAP","Can't go to War Map, you need to stop recording first!"
"TID_RECOVERY_BUILDING","Healing Hut"
"TID_RECOVERY_BUILDING_INFO","Brews up a hearty and nourishing cauldron of soup following Master Builder's grandma's recipe. Troops eat some on their way to the next stage of an attack, recovering some of their health."
"TID_RECRUITING","Recruiting"
"TID_REDUCE_COST","Cost Discount:"
"TID_REDUCE_TIME_BARRACK_TROOP","Reduces training time for:"
"TID_REDUCE_TIME_BARRACK_TROOP2","New training time: <num2>"
"TID_RED_NEWS_BUY","Shop"
"TID_RED_PROCEEDS","100% of proceeds will go to (RED)´s fight against AIDS."
"TID_REENGAGEMENT_APOLOGY_1","Whoa... you're pretty strong for a goblin."
"TID_REENGAGEMENT_APOLOGY_2","Uhh... you're not a goblin?"
"TID_REENGAGEMENT_APOLOGY_3","C.. CHIEF?! Is it REALLY you?"
"TID_REENGAGEMENT_APOLOGY_4","THANK GOODNESS YOU'RE BACK!!!"
"TID_REENGAGEMENT_APOLOGY_5","Sorry for mistaking you for a goblin, Chief."
"TID_REENGAGEMENT_APOLOGY_6","A lot has happened since you left. Let's go meet everyone!"
"TID_REENGAGEMENT_ATTACK_1","The troops are really excited to have you back!"
"TID_REENGAGEMENT_ATTACK_2","I bet training will be really fast for a while!"
"TID_REENGAGEMENT_ATTACK_3","You should train an army right away, Chief!"
"TID_REENGAGEMENT_BP_1","Psst! Don't tell anyone, but I gave you some points to help finish the Season."
"TID_REENGAGEMENT_BUILDER_1","Builder built some things while you were away."
"TID_REENGAGEMENT_BUILDER_2","Please sign your approval here... and here... and here..."
"TID_REENGAGEMENT_BUILDER_3","Builder also had plans for what we could be doing next."
"TID_REENGAGEMENT_BUILDER_4","Check his list if you need ideas!"
"TID_REENGAGEMENT_BUILDER_ALT_1","The Builder insisted on taking a long nap after you left. Maybe you should give him something to do?"
"TID_REENGAGEMENT_CHALLENGES_1","Here are some special challenges for you to tackle, Chief!"
"TID_REENGAGEMENT_CHALLENGES_ALT_1","Here are those challenges you were working on, Chief"
"TID_REENGAGEMENT_CHALLENGES_FINISHED_1","Good work, Chief! Now you're ready to continue the Journey!"
"TID_REENGAGEMENT_DAILYCALENDAR_1","But before that, one more thing..."
"TID_REENGAGEMENT_DAILYCALENDAR_2","You'll get a reward each day you come back, Chief."
"TID_REENGAGEMENT_HUB_TITLE","Tutorial Hub"
"TID_REENGAGEMENT_INTRO_1","Not a step closer!"
"TID_REENGAGEMENT_INTRO_2","I know a disguised goblin when I see one..."
"TID_REENGAGEMENT_INTRO_3","We're done with our resources being stolen by everyone."
"TID_REENGAGEMENT_INTRO_4","You won't get anything without a fight!!"
"TID_REENGAGEMENT_LAB_DID_UPGRADES_NONE_LEFT_1","The Laboratory has been bustling with activity."
"TID_REENGAGEMENT_LAB_DID_UPGRADES_NONE_LEFT_2","I heard the Wizards just finished up the last available research project!"
"TID_REENGAGEMENT_LAB_DID_UPGRADES_NONE_LEFT_3","We'll need to upgrade the Laboratory to unlock more options!"
"TID_REENGAGEMENT_LAB_DID_UPGRADES_SOME_LEFT_1","Lots of noise coming from the Laboratory..."
"TID_REENGAGEMENT_LAB_DID_UPGRADES_SOME_LEFT_2","I think the Wizards finished some research for you."
"TID_REENGAGEMENT_LAB_DID_UPGRADES_SOME_LEFT_3","See if we have resources to start something else right away."
"TID_REENGAGEMENT_LAB_NO_UPGRADES_NONE_LEFT_1","The Laboratory has been quiet because everything has been researched."
"TID_REENGAGEMENT_LAB_NO_UPGRADES_NONE_LEFT_2","We'll need to upgrade it before we can do more."
"TID_REENGAGEMENT_LAB_NO_UPGRADES_SOME_LEFT_1","The Wizards couldn't agree on what to research next and got stuck."
"TID_REENGAGEMENT_LAB_NO_UPGRADES_SOME_LEFT_2","Maybe you could help them decide?"
"TID_REENGAGEMENT_LOOTCART_1","Earlier visitors dropped these when they were... running away."
"TID_REENGAGEMENT_LOOTCART_2","Let's collect them and start some upgrades!"
"TID_REENGAGEMENT_OWN_VILLAGE","Your Village"
"TID_REGENERATION_PER_SECOND","Self healing per second: <number>"
"TID_REGENERATION_TIME","Regeneration time: <number> Minutes"
"TID_REGION_CUSTOM1",
"TID_REGION_CUSTOM2",
"TID_REGION_CUSTOM3",
"TID_REGION_CUSTOM4",
"TID_REGION_CUSTOM5",
"TID_REGION_INT","International"
"TID_REINFORCEMENTS_ARRIVING","Reinforcements Arrive In:"
"TID_REINFORCEMENT_CAMPS","Reinforcements:"
"TID_REINFORCEMENT_CAMPS_UNLOCK_BH","Unlocks at\nBuilder Hall Level 6"
"TID_REINFORCEMENT_CAMP_INFO","Reinforcement Camps provide helpful reinforcements during battles when reaching the corresponding stage."
"TID_REJECT_FRIEND_CONFIRMATION","Are you sure you want to reject the friend request from <name>?"
"TID_REJECT_FRIEND_CONFIRMATION_TITLE","Reject Friend Request?"
"TID_REMOVE_ARMY_CONFIRMATION","Confirm edit?"
"TID_REMOVE_FRIEND_BUTTON","Remove Friend"
"TID_REMOVE_FRIEND_CONFIRMATION","Are you sure you want to remove <name> from your Clash Friends?"
"TID_REMOVE_FRIEND_CONFIRMATION_TITLE","Remove Friend?"
"TID_REMOVE_FRIEND_INVITE_CONFIRMATION","Are you sure you want to cancel your Clash Friend request to <name>?"
"TID_REMOVE_FRIEND_INVITE_CONFIRMATION_TITLE","Cancel Friend Request?"
"TID_REMOVE_SHIELD","Remove Shield"
"TID_REMOVE_SPELL_MESSAGE","Spells removed"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","Troops and Spells removed"
"TID_REMOVE_TROOP_BUTTON","Remove"
"TID_REMOVE_TROOP_MESSAGE","Troops removed"
"TID_REPAIR_BUILDING_HEADER","<name>"
"TID_REPAIR_BUILDING_TITLE","Repair Building?"
"TID_REPAIR_CLAN_CASTLE","Unlock Clans"
"TID_REPAIR_CLAN_CASTLE_2","Join a Clan to make new allies, receive reinforcements and participate in Clan Wars and Clan Games.\n\nCreate your own Clan to play with friends, recruit new members and make your mark on the Realm!"
"TID_REPAIR_CLAN_CASTLE_TITLE","Rebuild Clan Castle"
"TID_REPAIR_HERO_TITLE","Rebuild Hero?"
"TID_REPAIR_PER_SECOND","Repair per second: <number>"
"TID_REPAIR_SHIP_2","The boat lets you visit new places!"
"TID_REPAIR_SHIP_TITLE","Rebuild Boat?"
"TID_REPLACE_LAYOUT","Switch Layout"
"TID_REPLAY_BUTTON_FAIL","Replay is no longer available!"
"TID_REPLAY_FAILED","Something went wrong in showing the replay."
"TID_REPLAY_NOT_AVAILABLE","Replay not available"
"TID_REPLAY_NOT_AVAILABLE_IN_MODE","Return home to watch a replay!"
"TID_REPLAY_PLAY_AGAIN","Play Again"
"TID_REPLAY_REPLAY","Replay"
"TID_REPLAY_SHARED_FAIL","You have already shared a replay. Share again in <time>."
"TID_REPLAY_SHARED_SUCCESS","Replay shared!"
"TID_REPLAY_SHARE_TEXT","Share Builder Battle replays to your clan chat?"
"TID_REPLAY_SPEED","Replay Speed:"
"TID_REPLAY_TIME","Replay ends in:"
"TID_REPORT_CONFIRM_SCREENSHOT","Are you sure you want to submit this screenshot as evidence?"
"TID_REPORT_DESCRIPTION_DEFAULT","Please describe the content you want to report"
"TID_REPORT_DESCRIPTION_TITLE","Detailed description:"
"TID_REPORT_DONE","Thank you for reporting"
"TID_REPORT_LAYOUT","Report layout"
"TID_REPORT_PLAYER_BUTTON","Report"
"TID_REPORT_PROFILE_IMAGE","Report Profile Picture"
"TID_REPORT_PROFILE_IMAGE_NOTIFICATION","Profile picture reported!"
"TID_REPORT_PROFILE_IMAGE_TEXT","Are you sure you want to report <name>'s profile picture as inappropriate?"
"TID_REPORT_REASON","Reason:"
"TID_REPORT_REASON_ABUSIVE","Abusive"
"TID_REPORT_REASON_OTHER","Other"
"TID_REPORT_REASON_POLITICAL","Politically sensitive"
"TID_REPORT_REASON_VULGAR","Pornographic and vulgar"
"TID_REQUESTED_FROM_CLAN","Troops received:"
"TID_REQUEST_IS_PENDING","Your request is pending"
"TID_REQUEST_NOT_AVAILABLE_IN_MODE","Return home to request reinforcements!"
"TID_REQUEST_TO_JOIN_NEW_CLAN_WHILE_IN_CLAN_TEXT","You will leave your current clan if your request to join is accepted. Are you sure?"
"TID_REQUEST_TO_JOIN_NEW_CLAN_WHILE_IN_CLAN_TITLE","Leaving your clan"
"TID_REQUIRED_BARRACK_LEVEL","Level <number> Barracks Required"
"TID_REQUIRED_BLACKSMITH_LEVEL","Level <number> Blacksmith Required"
"TID_REQUIRED_BUILDERS_HALL_LEVEL","Level <number> Builder Hall Required"
"TID_REQUIRED_CASTLE_LEVEL","Level <number> Castle Required"
"TID_REQUIRED_DARK_BARRACK_LEVEL","Level <number> Dark Barracks Required"
"TID_REQUIRED_DARK_SPELL_FORGE_LEVEL","Level <number> Dark Spell Factory required"
"TID_REQUIRED_EXP_LEVEL","Experience Level <number> Required"
"TID_REQUIRED_HQ_LEVEL","Level <number> Capital Hall Required"
"TID_REQUIRED_LABORATORY_LEVEL","Level <number> Laboratory Required"
"TID_REQUIRED_LEAGUE","<league> required"
"TID_REQUIRED_PET_SHOP_LEVEL","Level <number> Pet House Required"
"TID_REQUIRED_SIEGE_WORKSHOP_LEVEL","Level <number> Workshop required."
"TID_REQUIRED_SPELL_FORGE_LEVEL","Level <number> Spell Factory required"
"TID_REQUIRED_STAR_LABORATORY_LEVEL","Level <number> Star Laboratory Required"
"TID_REQUIRED_TOWN_HALL_LEVEL","Level <number> Town Hall Required"
"TID_RESEARCH2_ABILITY_TITLE","Special Ability"
"TID_RESEARCH2_TITLE","Upgrade benefits:"
"TID_RESEARCHER_MENU_ALL_UPGRADED","All Upgrades Complete"
"TID_RESEARCHER_MENU_EXTRA_SUGGESTION","Other upgrades:"
"TID_RESEARCHER_MENU_IN_PROGRESS","Upgrades in progress:"
"TID_RESEARCHER_MENU_SUGGESTION","Suggested upgrades:"
"TID_RESERARCH2_SWIPE","Swipe left/right to see more upgrades"
"TID_RESOURCE_BOOST","Resource Boost"
"TID_RESOURCE_BOOST_INFO","Doubles resource production in Home Village."
"TID_RESOURCE_BUY_CONFIRMATION","Resources received!"
"TID_RESOURCE_CAP_FULL_DARK_ELIXIR","Build more or upgrade existing Dark Elixir Storages!"
"TID_RESOURCE_CAP_FULL_ELIXIR","Build more or upgrade existing Elixir Storages!"
"TID_RESOURCE_CAP_FULL_GENERIC","Build more or upgrade existing storages!"
"TID_RESOURCE_CAP_FULL_GOLD","Build more or upgrade existing Gold Storages!"
"TID_RESOURCE_IN_TREASURY","In treasury:"
"TID_RESOURCE_MAX","Max:"
"TID_RESOURCE_PACK_DARK_ELIXIR_10","Fill Storages by 10%"
"TID_RESOURCE_PACK_DARK_ELIXIR_50","Fill Storages by Half"
"TID_RESOURCE_PACK_DARK_ELIXIR_FULL","Fill Dark Elixir Storages"
"TID_RESOURCE_PACK_ELIXIR_10","Fill Storages by 10%"
"TID_RESOURCE_PACK_ELIXIR_50","Fill Storages by Half"
"TID_RESOURCE_PACK_ELIXIR_FULL","Fill Elixir Storages"
"TID_RESOURCE_PACK_GOLD_10","Fill Storages by 10%"
"TID_RESOURCE_PACK_GOLD_50","Fill Storages by Half"
"TID_RESOURCE_PACK_GOLD_FULL","Fill Gold Storages"
"TID_RESOURCE_PACK_LOCKED","Not enough storage space!"
"TID_RESOURCE_PRODUCTION","Production per hour:"
"TID_RESOURCE_STORAGE_CAPACITY","Storage Capacity: <number>"
"TID_RESOURCE_STORAGE_FULL","Your <res> storage is already full."
"TID_RESTART_REPLAY_BUTTON","Restart"
"TID_RESULTS_FOR_LAST_RAID_SEASON_ARE_STILL_BEING_PREPARED","Results for the Raid Weekend are still being prepared"
"TID_RESUME_BOOST","Resume"
"TID_REVENGE","Revenge"
"TID_REVENGE_NOT_AVAILABLE","Revenge not available"
"TID_REVIVE_TIME","Revive for: <number> Seconds"
"TID_RICOCHET_CANNON_INFO","Builder has used one weird trick to develop a devastating cannonball that will ricochet and hit a second target."
"TID_RIVER","River"
"TID_RIVER_BRIDGE","Bridge"
"TID_RIVER_CAVE","River Cave"
"TID_ROCKET_BALLOONS","Rocket Balloons"
"TID_ROYALE_SCENERY","Royale Scenery"
"TID_ROYAL_GHOST_ABILITY_HELP","Ignored by defenses and Walls for <num> seconds after being deployed."
"TID_ROYAL_GHOST_ABILITY_NAME","Ghostly"
"TID_RUINS","Ruins"
"TID_RUINS_ARMY_CAMP","Army Camp Ruins"
"TID_RUINS_BARRACKS","Barracks Ruins"
"TID_RUINS_SPELL_FACTORY","Spell Factory Ruins"
"TID_RUIN_DESC","A set of long neglected buildings just waiting to be rebuilt into something new.\n\nRebuildable from <building> Level <level>."
"TID_RUIN_INFO_UNLOCKS","Rebuild to get:"
"TID_SAVE_ALLIANCE_SETTINGS","Save"
"TID_SCENERY_ALREADY_OWNED","You already own this scenery"
"TID_SCENERY_BOOKS_OF_CLASH","Books of Clash Scenery"
"TID_SCENERY_CHAMPION","Champion Scenery"
"TID_SCENERY_CHANGE_DOWNLOADING","The scenery is still being downloaded and will be switched automatically when the download completes."
"TID_SCENERY_CHESS","Chess Scenery"
"TID_SCENERY_CLASHBALL","WIP Football scenery"
"TID_SCENERY_CLASHY_CONSTRUCTS","Clashy Constructs Scenery"
"TID_SCENERY_CLASSIC","Classic Scenery"
"TID_SCENERY_CRYSTAL_CAVERNS","Crystal Caverns Scenery"
"TID_SCENERY_DESCRIPTION","<scenery>"
"TID_SCENERY_EGYPT","WIP: Egypt"
"TID_SCENERY_EPIC_JUNGLE","Epic Jungle Scenery"
"TID_SCENERY_EPIC_WINTER","Epic Winter Scenery"
"TID_SCENERY_FUTURE","Future Scenery"
"TID_SCENERY_GHOST","Ghost Scenery"
"TID_SCENERY_GINGERBREAD","Gingerbread Scenery"
"TID_SCENERY_GOBLIN_CAVES","Goblin Caves Scenery"
"TID_SCENERY_HOG_MOUNTAIN","Hog Mountain Scenery"
"TID_SCENERY_JUNGLE","Jungle Scenery"
"TID_SCENERY_NOT_AVAILABLE","Unlock this scenery from Season Challenges"
"TID_SCENERY_OFTHENORTH","Of the North Scenery"
"TID_SCENERY_PIRATE","Pirate Scenery"
"TID_SCENERY_SPACE","WIP-SPACE"
"TID_SCID_GIFT_ACCEPT_BUTTON","Accept"
"TID_SCID_GIFT_DECLINE_BUTTON","Decline"
"TID_SCID_GIFT_RECEIVED_BODY","Wants to send you a Gold Pass."
"TID_SCID_GIFT_RECEIVED_TITLE","Gift Received!"
"TID_SCID_GOLD_PASS_QUANTITY","Gold Pass x<num>"
"TID_SCID_PURCHASE_DELIVERED_CONTENTS","The following items have been added to your game account:"
"TID_SCID_PURCHASE_DELIVERED_TITLE","Purchase Delivered"
"TID_SCID_PURCHASE_PASS_EXPLANATION","Gold Passes can be used for your own account in the Season Challenges menu or donated to Supercell ID friends through the Supercell ID menu."
"TID_SCORE","Score"
"TID_SCOUT_BUTTON","Scout"
"TID_SCOUT_PREP_DAY_INFO","Enemy War Base layouts are revealed on Battle Day"
"TID_SEARCHING","Searching.."
"TID_SEARCH_OPTIONS","Advanced search options"
"TID_SEARCH_STATUS","Searching for opponents..."
"TID_SEARCH_TAB","Search"
"TID_SEARCH_TAB_BOOKMARKS","Bookmarks"
"TID_SEARCH_TAB_CLANS","Search Clans"
"TID_SEARCH_TAB_PLAYERS","Players"
"TID_SEARCH_TERM_ANY","Any"
"TID_SEASON_NAME","<month> <year> Season"
"TID_SEASON_START_TEXT","<month> Season is HERE!"
"TID_SECOND_STAGE_FEATURE","Go Deeper"
"TID_SECOND_STAGE_FEATURE_DESCRIPTION","Build even deeper inside a dark cave. There's more to discover and to attack!"
"TID_SECOND_STAGE_FEATURE_DESCRIPTION_SHORT","First over water, now under ground. Time to build and battle beneath!"
"TID_SELECT_LEAGUE_PARTICIPANTS","Select League Participants"
"TID_SELECT_RANDOM_SKIN_MODE","Skins will be randomly chosen from all selected"
"TID_SELECT_SINGLE_SKIN_MODE","Only the selected skin will be used"
"TID_SELECT_TROOP_OR_SPELL","Please select a Unit or Spell to deploy"
"TID_SELFHELP_UNAVAILABLE","Help and Support is unavailable right now. Please try later."
"TID_SELF_DONATE_TROOPS","Reinforce"
"TID_SELF_SERVICE_BUTTON","Self Service"
"TID_SENT_WAR_REQUEST_TO","War challenge sent to <clan>!"
"TID_SETTINGS_2_ROW_DEPLOYMENT_BAR","Use Two Rows"
"TID_SETTINGS_2_ROW_DEPLOYMENT_BAR_INFO","If this is 'On' a double height deployment bar will be used in Main Village attacks."
"TID_SETTINGS_API_TOKEN_COPY_BUTTON","Copy"
"TID_SETTINGS_API_TOKEN_COPY_NOTIFICATION","API token copied to device clipboard!"
"TID_SETTINGS_API_TOKEN_HEADER","API Token"
"TID_SETTINGS_API_TOKEN_RECEIVED","API token: <token>"
"TID_SETTINGS_API_TOKEN_SHOW","Tap 'Show' to see API token"
"TID_SETTINGS_API_TOKEN_SHOW_BUTTON","Show"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Connected"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Disconnected"
"TID_SETTINGS_CHANGENAMENOTE","NOTE! You can only change your name once!"
"TID_SETTINGS_CLAN_CHAT_FILTER","Filter Clan Chat"
"TID_SETTINGS_DARK_CLOUDS","Show Dark Clouds in Matchmaking"
"TID_SETTINGS_DARK_CLOUDS_INFO","If this is 'On' you will see darker clouds when searching for an attack target."
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_SETTINGS_GENERAL","General"
"TID_SETTINGS_GOOGLE","Google Play Sign-In"
"TID_SETTINGS_HIGH_FRAME_RATE_INFO","If this is 'On' the game will run at <max>FPS and use more power. If this is 'Off' the game will run at 60FPS and use less power."
"TID_SETTINGS_HIGH_FRAME_RATE_TITLE","Higher Frame Rate"
"TID_SETTINGS_LANGUAGE","Language"
"TID_SETTINGS_MUSIC","Music"
"TID_SETTINGS_NAME","Name"
"TID_SETTINGS_NOTIFICATIONS","Notification Settings"
"TID_SETTINGS_OFF","Off"
"TID_SETTINGS_ON","On"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Are you sure you want to change your name?\nYour new name will be:"
"TID_SETTINGS_PLAYERNAME_CURRENT","Current Name:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Enter new name:"
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Re-enter your new name:"
"TID_SETTINGS_PRIVACY","Privacy"
"TID_SETTINGS_SCREEN_TITLE","Settings"
"TID_SETTINGS_SFX","Sound Effects"
"TID_SETTINGS_SNOW","Snow"
"TID_SETTINGS_TROOP_REQUEST","Show Only Relevant Reinforcement Requests"
"TID_SETTINGS_TROOP_REQUEST_HELP","If this is 'On' you will only see reinforcement requests you can donate to."
"TID_SETTING_AUTO_TRAIN","Automatically train used army"
"TID_SETTING_AUTO_TRAIN_INFO","If this is 'On' automatically add used army to training queue after battle."
"TID_SETTING_AUTO_USE_HERO_ABILITIES","Automatically use Abilities on KO"
"TID_SETTING_AUTO_USE_HERO_ABILITIES_INFO","If this is 'On' Heroes or Troops about to be knocked out will use their Ability if available."
"TID_SETTING_CHANGE_FAILED","Error changing this setting - please try again later."
"TID_SETTING_CHAT_TAG","Clan Chat tagging"
"TID_SETTING_CHAT_TAG_INFO","If this is \qOn,\q you will receive notifications when tagged in Clan Chat."
"TID_SETTING_DEPLOYMENT_BAR_SIZE","Deployment Bar Size"
"TID_SETTING_DEPLOYMENT_BAR_SIZE_BUTTON","Adjust"
"TID_SETTING_GROUP_ATTACK","Attack Settings"
"TID_SETTING_SCREEN_SHAKE","Screen Shake"
"TID_SETTING_SCREEN_SHAKE_INFO","If this is 'On' the in-game camera may shake when certain effects happen."
"TID_SETTING_SHOW_LEADERBOARDS","Show in Leaderboards"
"TID_SETTING_SHOW_LEADERBOARDS_INFO","If this is 'On' you will appear on Leaderboards and be visible to other players. If this is 'Off' you will not appear on Leaderboard and will be visible to other players."
"TID_SHADOW_SCENERY","Shadow Scenery"
"TID_SHARE","Share Replay"
"TID_SHARE_DIALOG_COPY_ALERT_BUTTON","Ok"
"TID_SHARE_DIALOG_COPY_ALERT_MESSAGE","Link copied to clipboard"
"TID_SHARE_DIALOG_TITLE","Share"
"TID_SHARE_DUEL_TEXT","Share Builder Battle replay with your clan?"
"TID_SHARE_REPLAY_FAILED","Replay has been shared already by another player"
"TID_SHARE_REPLAY_FAILED2","Replay has been shared already"
"TID_SHARE_SCID_ACTION_BUTTON","Share Supercell ID"
"TID_SHIELD_ACTIVATED","Opponent's shield activated for <hours> hours"
"TID_SHIELD_ACTIVE","Shield Active"
"TID_SHIELD_BUY_CONFIRMATION","Shield activated!"
"TID_SHIELD_GUARD","Guard"
"TID_SHIELD_INFO","Long-lasting defense! Shields prevent attacks on your Village, but remaining Shield time will go down if you attack. If you buy more than one Shield, their durations are added up."
"TID_SHIELD_NONE","None"
"TID_SHIELD_ON_COOLDOWN","Shield not yet available!"
"TID_SHIELD_POPUP_GUARD_DESCRIPTION_1","Guard is the last bit of time before protection from attackers ends. You can attack others without penalty, but be careful - Guard doesn't last for long!"
"TID_SHIELD_POPUP_GUARD_TIP","Protection is ending soon. Be prepared!"
"TID_SHIELD_POPUP_GUARD_TITLE","Guard Active"
"TID_SHIELD_POPUP_NONE_DESCRIPTION_1","Without Shield or Guard, an attack might come at any moment. Defend the Town Hall at all costs! Traps, Heroes and Clan Castle troops will maximize the defense."
"TID_SHIELD_POPUP_NONE_TIP","We're unprotected! Ready the defense!"
"TID_SHIELD_POPUP_NONE_TITLE","Shield Inactive"
"TID_SHIELD_POPUP_PERSONAL_BREAK","Note: Villagers will need a short break after being too long without Shield."
"TID_SHIELD_POPUP_PERSONAL_BREAK_REMAINING","Time until Personal Break:"
"TID_SHIELD_POPUP_REMOVE_BUTTON","Remove"
"TID_SHIELD_POPUP_SHIELD_DESCRIPTION_1","Shields prevent attacks from others. Shields aren't affected by browsing targets in Multiplayer or Revenge, but they will shorten if you start an attack."
"TID_SHIELD_POPUP_SHIELD_TIP","We're safe, for now. Relax or attack!"
"TID_SHIELD_POPUP_SHIELD_TITLE","Shield Active"
"TID_SHIELD_PROTECTION","Incoming damage reduction: <number>%"
"TID_SHIELD_SCORE_LIMIT","Not available above <number> trophies"
"TID_SHIELD_SHIELD","Shield"
"TID_SHIELD_TARGET_COUNT","Total targets hit"
"TID_SHIELD_TITLE","Shield:"
"TID_SHOCKWAVE_DAMAGE","Shockwave damage: <number>"
"TID_SHOP_AVAILABLE","Built:"
"TID_SHOP_CATEGORY_ARMY_BUILDINGS","Army"
"TID_SHOP_CATEGORY_BUILD","Buildings & Traps"
"TID_SHOP_CATEGORY_BUILDERS","Builders"
"TID_SHOP_CATEGORY_COSMETICS","Cosmetics"
"TID_SHOP_CATEGORY_DECOS","Decorations"
"TID_SHOP_CATEGORY_DEFENSE_BUILDINGS","Defenses"
"TID_SHOP_CATEGORY_DIAMONDS","Gems"
"TID_SHOP_CATEGORY_FLAGS","Flags"
"TID_SHOP_CATEGORY_OFFERS","Special Offers"
"TID_SHOP_CATEGORY_PRIZES","League Shop"
"TID_SHOP_CATEGORY_RESOURCE_BUILDINGS","Resources"
"TID_SHOP_CATEGORY_SHIELD","Shield"
"TID_SHOP_CATEGORY_SKINS","Skins"
"TID_SHOP_CATEGORY_SPELLS","Spells"
"TID_SHOP_CATEGORY_TRAPS","Traps"
"TID_SHOP_CATEGORY_TREASURE","Treasure"
"TID_SHOP_CATEGORY_TROOPS","Troops"
"TID_SHOP_CATEGORY_VILLAGE_BACKGROUNDS","Sceneries"
"TID_SHOP_GIFTS_ALLIANCE_GIFTS","+ Clan Gifts"
"TID_SHOP_GUARD_2H","Two Hour Guard"
"TID_SHOP_MERGE_BUILDING_DISCLAIMER","Both buildings will be merged into this new building. This action cannot be undone."
"TID_SHOP_NEW_ITEM","New"
"TID_SHOP_OWNED","Owned:"
"TID_SHOP_PURCHASED","Owned"
"TID_SHOP_SHIELD_1D","One Day Shield"
"TID_SHOP_SHIELD_2D","Two Day Shield"
"TID_SHOP_SHIELD_7D","One Week Shield"
"TID_SHOP_STORAGE","Storage:"
"TID_SHOP_TITLE","Shop"
"TID_SHOVEL_OBSTACLE_CONFIRM","Use <booster> to make <obstacle> permanently movable?"
"TID_SHOVEL_OBSTACLE_CONFIRM_TITLE","Transform Obstacle"
"TID_SHOW_SEARCH_OPTIONS","Show"
"TID_SHUTDOWN_ATTACK_DISABLED","Attacking is disabled until the maintenance break is over."
"TID_SHUTDOWN_STARTED","Game is closing for a short maintenance break in 5 minutes. Attacking is disabled during the break."
"TID_SIEGES_FEATURE","Siege Machines"
"TID_SIEGES_FEATURE_DESCRIPTION","Siege Machines are special weapons created in the Workshop that carry your Clan Castle troops."
"TID_SIEGE_CART","Siege Cart"
"TID_SIEGE_MACHINES_BATTLE","In Battle"
