"TID","NL"
"TID_TRAINING_SCREEN_TAB_TROOPS","Troepen trainen"
"TID_TRAINING_SCREEN_TIME_LEFT","Resterende tijd:"
"TID_TRAINING_SLOTS","Trainingsvakken:"
"TID_TRAINING_SLOT_STOPPED","Gestopt!"
"TID_TRAINING_SPELLS_INFO","Spreuken zijn beschikbaar vanaf stadhuislevel 5"
"TID_TRAINING_SPELLS_INFO_BUILD","Bouw de spreukenfabriek om spreuken te ontgrendelen!"
"TID_TRAINING_TIME","Trainingstijd: <number>"
"TID_TRAINING_TIME2","Trainingstijd:"
"TID_TRAINING_TIME_REDUCTION","Vermindering trainingstijd: <number>"
"TID_TRAINING_WARRIORS","Krijgers:"
"TID_TRAIN_ALL_HOUSINGS_FULL","Alle kampen zijn vol!"
"TID_TRAIN_ALL_HOUSINGS_FULL_INFO","Upgrade of bouw legerkampen om meer troepen onder te brengen, of zet ze in voor het gevecht!"
"TID_TRAIN_COST","Trainingskosten: <number> <resource>"
"TID_TRAIN_SPELLS_QUEUE_SIZE","Brouw spreuken: <num>/<max>"
"TID_TRAIN_SPELL_STORAGE_FULL","Spreukenopslag vol!"
"TID_TRAIN_SPELL_STORAGE_FULL_INFO","Upgrade de spreukenfabriek voor meer capaciteit"
"TID_TRAIN_TROOPS_HINT","Train een leger voordat je aanvalt."
"TID_TRAIN_TROOPS_QUEUE_SIZE","Train troepen: <num>/<max>"
"TID_TRAIN_TUTORIAL_ARROW","Ingedrukt houden"
"TID_TRANSITION_WAR_ENDED","De oorlog is afgelopen"
"TID_TRANSITION_WAR_PREPARE","Voorbereidingsdag"
"TID_TRANSITION_WAR_START","Gevechtsdag"
"TID_TRAP_AIR","Luchtbom"
"TID_TRAP_AIR2","Luchtval"
"TID_TRAP_AIR2_INFO","Infotekst luchtval"
"TID_TRAP_AIR_INFO","De nieuwste uitvinding ter bestrijding van vliegend kwaad. Deze val kan meerdere luchteenheden in een klein gebied raken."
"TID_TRAP_AIR_MEGA","Luchtmijnzoeker"
"TID_TRAP_AIR_MEGA_INFO","Is het een vogel of een vliegtuig? Wat het ook is, de luchtmijnzoeker knalt het aan duizend stukjes. Deze val brengt vernietigende schade toe aan een luchteenheid."
"TID_TRAP_BOMB","Bomval"
"TID_TRAP_BROKEN","<item> (niet geactiveerd)"
"TID_TRAP_CAP_REACHED","Je hebt al het maximumaantal van deze vallen gebouwd."
"TID_TRAP_DAMAGE","Schade: <number>"
"TID_TRAP_DAMAGE_RADIUS","Schadegebied: <number> tegels"
"TID_TRAP_EJECT","Veerval"
"TID_TRAP_EJECTOR","Veerval"
"TID_TRAP_EJECTOR_INFO","Deze kleine stuiter gooit alle ongewenste bezoekers van je grondgebied!"
"TID_TRAP_EJECT_HOUSING","Veercapaciteit: <number>"
"TID_TRAP_FREEZE","Vriesval"
"TID_TRAP_FREEZE_INFO","Houd aanvallers tegen. Brrr, dat is koud!\n\nAlleen tijdelijk te gebruiken."
"TID_TRAP_FREEZE_SP","Koboldenvriesval"
"TID_TRAP_HALLOWEENBOMB","Pompoenbom"
"TID_TRAP_HALLOWEENBOMB_INFO","Boe! Deze enge bom is slechts een beperkte tijd beschikbaar."
"TID_TRAP_HALLOWEEN_SKEL","Skeletval"
"TID_TRAP_HALLOWEEN_SKEL_INFO","Voer verrassingsaanvallen uit op nietsvermoedende vijanden en leid ze af met kortlevende, maar gluiperige skelettroepen! Je kunt bepalen of je skeletvallen grond- of luchttroepen moeten aanvallen."
"TID_TRAP_LOGTRAP","Stammenval"
"TID_TRAP_LOGTRAP_INFO","Pas op voor rollende stammen."
"TID_TRAP_MINE","Bom"
"TID_TRAP_MINE_INFO","Niets zegt duidelijker 'WEGWEZEN' dan een goed verborgen bom."
"TID_TRAP_REPAIR_COST","Herlaadkosten: <number>"
"TID_TRAP_RUIN_DESC","Een groep lang vergeten vallen die omgebouwd kunnen worden.\n\nJe kunt de vallen repareren wanneer je level <level> bereikt met je <building>."
"TID_TRAP_SANTA","Kerstknaller"
"TID_TRAP_SANTA_INFO","Laat bij de vijand een speciale verrassing achter. Je gulheid wordt vast en zeker beloond!"
"TID_TRAP_SHRINK","Krimpval"
"TID_TRAP_SHRINK_INFO","Deze gebottelde vloek van de heks maakt aanvallers heel klein, zodat hun levenspunten en schade tijdelijk worden verminderd en ze superlief zijn. Pittig."
"TID_TRAP_SHRINK_SP","Koboldenkrimpval"
"TID_TRAP_SUPERBOMB","Reuzenbom"
"TID_TRAP_SUPERBOMB_INFO","Zoek je een grote knaller? Gebruik dan de reuzenbom."
"TID_TRAP_TIMETRAP","Tijdval"
"TID_TRAP_TORNADO","Tornadoval"
"TID_TRAP_TORNADO_INFO","Als je de wind hoort waaien, zal deze val je zeker verwarren. Plaats deze val en de wervelwind die vrijkomt trekt vijandelijke troepen naar zich toe, waardoor ze niet kunnen aanvallen."
"TID_TRAP_TRIGGER_RADIUS","Activeringsradius:"
"TID_TRAP_ZAPTRAP","Zapval"
"TID_TRAP_ZAPTRAP_INFO","Beschrijving zapval."
"TID_TREASURY_BOOSTERS_DESCRIPTION","Magische artefacten hebben verbazingwekkende krachten. Ze kunnen je helpen met upgrades en geven verschillende dingen in je dorp en je leger een boost. Je kunt maar een beperkt aantal van ieder artefact tegelijkertijd hebben."
"TID_TREASURY_BOOSTERS_EMPTY","Je hebt dit magisch artefact niet!"
"TID_TREASURY_CAPACITY","<resource>: <number>"
"TID_TREASURY_DARK_ELIXIR","Duister-elixirschatkamer"
"TID_TREASURY_DESCRIPTION","Bonusbuit van clanoorlogen en sterbonusbuit zijn goed beschermd in de schatkamer. Vergroot de capaciteit van de schatkamer via clanvoordelen of door het stadhuis te upgraden."
"TID_TREASURY_ELIXIR","Elixirschatkamer"
"TID_TREASURY_GOLD","Goudschatkamer"
"TID_TREASURY_WINDOW_TITLE","Schatkamer"
"TID_TROOPS_USED","Troepen gebruikt:"
"TID_TROOP_ALREADY_AT_MAX_LEVEL","De eenheid heeft al het maximumlevel!"
"TID_TROOP_HEAL","Troepengenezing: <number>"
"TID_TROOP_INFO_COMING_SOON","Binnenkort!"
"TID_TROOP_REQUEST_FAIL_CASTLE_FULL","Het clankasteel is al vol!"
"TID_TROOP_REQUEST_FAIL_COOLDOWN","Je moet even wachten voordat je om meer versterkingen kunt vragen."
"TID_TROOP_REQUEST_SENT","Het verzoek is verstuurd!"
"TID_TROOP_REQUEST_SPEED_UP_FAILED_FULL","Het clankasteel is al vol!"
"TID_TROOP_REQUEST_SPEED_UP_SUCCESS","Clankasteel klaar voor verzoek om versterkingen!"
"TID_TROOP_SELF_DONATE_COMPLETED","Versterkingen toegevoegd"
"TID_TROOP_SELF_DONATE_NO_REINFORCEMENTS","Kies versterkingen om toe te voegen"
"TID_TROOP_SPEED_UP_SUCCESS","Troepentraining voltooid!"
"TID_TROOP_TRAINING_MAX","Max."
"TID_TROOP_UPGRADE_ALREADY_ONGOING","Upgrade wordt al uitgevoerd."
"TID_TROOP_UPGRADE_COMPLETED","Upgrade voltooid: <item> level <number>"
"TID_TROOP_UPGRADE_TIME","Totale tijd:"
"TID_TROPHIES","Trofeeën:"
"TID_TRYING_TO_TYPE_TOO_MANY_TAGS","Je kunt slechts maximaal <num> spelers taggen per bericht."
"TID_TUTORIAL_ACHIEVEMENTS","Als je nieuwe uitdagingen zoekt, tik dan hier."
"TID_TUTORIAL_ACHIEVEMENTS2","Chief, je weet wat je te doen staat. Het hele dorp rekent op je!"
"TID_TUTORIAL_ARTO_COMPLETE_1","En... klaar!"
"TID_TUTORIAL_ARTO_COMPLETE_2","Zeg maar hallo, B.O.B.!"
"TID_TUTORIAL_ARTO_COMPLETE_3","HALLO, MEDEMENS!"
"TID_TUTORIAL_ARTO_COMPLETE_4","Ik stuur hem nu naar je dorp om je te helpen."
"TID_TUTORIAL_ARTO_COMPLETE_5","Uhm, ze zullen waarschijnlijk niets ongewoons merken, toch?"
"TID_TUTORIAL_ARTO_START_1","Hé! Weet je nog toen je hier voor het eerst was? Ik zei dat ik je thuisbasis graag eens wilde bezoeken."
"TID_TUTORIAL_ARTO_START_2","Ik ben van gedachten veranderd. Ik vind het fijn hier bij O.T.T.O."
"TID_TUTORIAL_ARTO_START_3","Ik laat je niet in de steek! Ik ben iemand aan het maken die je daar kan helpen."
"TID_TUTORIAL_ATTACK","Echt? Als je net zo goed vecht als dat je schoonmaakt, vormen wij misschien wel een goed team."
"TID_TUTORIAL_ATTACK_DONE","O nee! Ze vallen ons ook aan?"
"TID_TUTORIAL_ATTACK_DONE2","Zo doen we dat hier! De beste aanval wint de prijs. Niet stelen. Dat is erg onbeleefd."
"TID_TUTORIAL_ATTACK_DONE3","Chief, jij hebt de beste aanval uitgevoerd. We hebben buit gekregen als prijs."
"TID_TUTORIAL_ATTACK_NPC_1","De tovenaars van de ivoren toren zijn hier om ons te helpen! Schakel het koboldenkamp uit!"
"TID_TUTORIAL_ATTACK_NPC_2","Goed gedaan. Tijd om die groene gluiperds een lesje te leren!"
"TID_TUTORIAL_ATTACK_NPC_BUTTON","Aanvallen!"
"TID_TUTORIAL_BARRACK_1","Chief, we hebben een leger nodig om tegen die kobolden te vechten! Bouw een kazerne."
"TID_TUTORIAL_BATTLE_BUILDERS_1","Hoi Chief, de bouwvakkers hebben aangegeven dat ze zich in de strijd willen gooien."
"TID_TUTORIAL_BATTLE_BUILDERS_2","Upgrade hun bouwketen om te zien hoe ze kunnen helpen!"
"TID_TUTORIAL_BUILDER_MENU","Hier zie je suggesties voor wat je kunt bouwen of upgraden."
"TID_TUTORIAL_CANNON_1","Welkom, Chief! We keken al uit naar je komst."
"TID_TUTORIAL_CANNON_2","Dit is je nieuwe dorp! Het leven zou hier perfect zijn als we geen...."
"TID_TUTORIAL_CANNON_3","O nee, KOBOLDEN! Snel, plaats een kanon om het dorp te verdedigen!"
"TID_TUTORIAL_CANNON_4","Plaats het kanon in het dorp. We moeten het stadhuis beschermen!"
"TID_TUTORIAL_CANNON_5","Doe nou niet zo zuinig. Geef wat edelstenen uit om de boel te versnellen!"
"TID_TUTORIAL_CAPITAL_ARMY_1","Wanneer je hier aanvalt, gebruik je troepen en spreuken uit de hoofdstad."
"TID_TUTORIAL_CAPITAL_ARMY_2","Ik heb geen tijd om telkens je troepen over en weer te verschepen als je van gedachten verandert."
"TID_TUTORIAL_CAPITAL_ARMY_3","Je leger staat hier steeds paraat om te vechten wanneer je beslist wie je wilt inzetten."
"TID_TUTORIAL_CAPITAL_ARMY_4","Ontgrendel en upgrade troepenkazernes en spreukenfabrieken als je meer keuzes wilt of je leger wilt versterken."
"TID_TUTORIAL_CAPITAL_UPGRADE_1","Hmm. Dit kan beter. Laten we het upgraden!"
"TID_TUTORIAL_CAPITAL_UPGRADE_2","In de hoofdstad werkt je clan samen om gebouwen te upgraden. Elk lid kan een bijdrage leveren met stadsgoud."
"TID_TUTORIAL_CAPITAL_UPGRADE_3","Wanneer er genoeg stadsgoud is bijgedragen, wordt de upgrade voltooid."
"TID_TUTORIAL_CAPITAL_UPGRADE_4","Ik hoef maar één keer te zwaaien met mijn hamer om dingen gedaan te krijgen, in tegenstelling tot sommigen..."
"TID_TUTORIAL_CHANGE_NAME","Dat was een geweldig gevecht! Hoe wil je worden genoemd?"
"TID_TUTORIAL_CHECK_PARENTAL_CONSENT","Chief, we hebben de goedkeuring van een vertrouwde volwassene nodig voordat je kunt spelen."
"TID_TUTORIAL_CLANCASTLE_1","Chief, onze opslag ligt vol met goud. Laten we het clankasteel repareren!"
"TID_TUTORIAL_CLANCASTLE_2","Tik op het clankasteel om het te repareren."
"TID_TUTORIAL_CLANGAMES_1","Hoi, Chief! Fijn dat je er bent."
"TID_TUTORIAL_CLANGAMES_2","Ben je klaar voor een wedstrijdje? Kom binnen en ontdek het zelf."
"TID_TUTORIAL_CLASHOWEEN_EVENT_A1","Psst! Hierzo, Chief..."
"TID_TUTORIAL_CLASHOWEEN_EVENT_A2","Altijd maar hetzelfde bouwen maakt me soms krankzinnig..."
"TID_TUTORIAL_CLASHOWEEN_EVENT_A3","Wat dacht je ervan als ik eens iets anders zou bouwen, zoals... troepen?"
"TID_TUTORIAL_CLASHOWEEN_EVENT_A4","Laat me mijn nieuwste creatie demonstreren..."
"TID_TUTORIAL_CLASHOWEEN_EVENT_A5","De ketel met zuur elixir!"
"TID_TUTORIAL_CLASHOWEEN_EVENT_B1","Laten we de ketel op een mooi plekje neerzetten."
"TID_TUTORIAL_CLASHOWEEN_EVENT_B2","En nu..."
"TID_TUTORIAL_CLASHOWEEN_EVENT_B3","gaat het beginnen!"
"TID_TUTORIAL_CLASHOWEEN_EVENT_C1","Wat een saaie, oude elixirtank..."
"TID_TUTORIAL_CLASHOWEEN_EVENT_C2","Hoppa! Zuur elixir! Het is om van te smullen."
"TID_TUTORIAL_CLASHOWEEN_EVENT_C3","Plunder vijandelijke dorpen om het kostbare zure elixir te krijgen!"
"TID_TUTORIAL_CLASHOWEEN_EVENT_D1","De ketel produceert ook zuur elixir..."
"TID_TUTORIAL_CLASHOWEEN_EVENT_D2","Verzamel het en geniet van de mogelijkheden."
"TID_TUTORIAL_CLASHOWEEN_EVENT_E1","Hier gaat je smakelijke zure elixir naartoe."
"TID_TUTORIAL_CLASHOWEEN_EVENT_E2","Als je er wat van hebt verzameld, kun je hier net zo smakelijke beloningen ophalen!"
"TID_TUTORIAL_DEFEND_1","Gwar! Kobolden, AANVALLEN!"
"TID_TUTORIAL_DEFEND_1b","Tsss, wat is dit? Alweer zo'n miezerig mens!"
"TID_TUTORIAL_DEFEND_2","Poeh, dat scheelde niet veel. Bedankt, Chief!"
"TID_TUTORIAL_DEFEND_4","Het dorp is op een leylijn gebouwd waardoor gebouwen zich na verloop van tijd op magische wijze herstellen!"
"TID_TUTORIAL_DEFEND_5","Gwarh, GOUD! Wij kobolden zijn dol op goud!"
"TID_TUTORIAL_DEFEND_BUTTON","Kom maar op!"
"TID_TUTORIAL_ELIXIRSTORAGE","Dat elixir moet ook ergens worden opgeslagen."
"TID_TUTORIAL_ELIXIR_1","Je gebruikt elixir om troepen te trainen en gebouwen te bouwen."
"TID_TUTORIAL_ELIXIR_2","Je kunt elixir uit de grond pompen. Probeer het maar eens!"
"TID_TUTORIAL_ELIXIR_CART_1","We zijn aangevallen door een andere bouwvakker. Eens kijken hoe onze verdediging het heeft gedaan!"
"TID_TUTORIAL_ELIXIR_CART_2","Een goede verdediging is net zo belangrijk als een goede aanval! Zo blijft het eerlijk!"
"TID_TUTORIAL_ELIXIR_CART_3","Elke ster die we winnen met verdedigen, levert ons elixir op."
"TID_TUTORIAL_ELIXIR_CART_4","Laten we elixir verzamelen en het gebruiken!"
"TID_TUTORIAL_ELIXIR_STORAGE_1","De pomp kan maar een kleine hoeveelheid elixir opslaan."
"TID_TUTORIAL_ELIXIR_STORAGE_2","Bouw een elixirtank zodat we er zoveel mogelijk van kunnen opslaan!"
"TID_TUTORIAL_ENTER_AGE","Nog één vraag..."
"TID_TUTORIAL_ENTER_AGE_ALTERNATE_PATH","Welkom Chief! Laten we beginnen."
"TID_TUTORIAL_FAILED","Oeps, er ging iets mis. Start opnieuw op en probeer het opnieuw."
"TID_TUTORIAL_FORGE_1","De grote bouwer heeft zijn smederij gestuurd. Hij zegt dat die nuttig zal zijn om de hoofdstad herop te bouwen."
"TID_TUTORIAL_FORGE_2","De smederij produceert elke dag stadsgoud. Je kunt het ophalen door hier te tikken."
"TID_TUTORIAL_FORGE_3","Ik vroeg hoe het werkte, maar hij zei dat we het niet zouden begrijpen."
"TID_TUTORIAL_FORGE_CRAFTING_1","Bouwvakkers kunnen ook bestaande grondstoffen omsmeden tot stadsgoud."
"TID_TUTORIAL_FORGE_CRAFTING_2","Dat vergt wat meer tijd, maar hiermee kun je de hoofdstad wel sneller opbouwen!"
"TID_TUTORIAL_GOLDSTORAGE","Je hebt een plek nodig om al dat waardevolle goud in op te bergen!"
"TID_TUTORIAL_GOLD_EARNING_GETTING_STARS","Goede aanval, Chief! Het is belangrijk om te winnen en sterren te verdienen."
"TID_TUTORIAL_GOLD_EARNING_LEAGUES","Hoe meer trofeeën we winnen, des te hoger onze divisie."
"TID_TUTORIAL_GOLD_EARNING_LEAGUES_AND_STARS","Hoe hoger onze divisie, des te meer goud we krijgen voor elke ster!"
"TID_TUTORIAL_GOLD_STORAGE_1","We hebben ook een veilige plek nodig om ons goud in te bewaren."
"TID_TUTORIAL_GOLD_STORAGE_2","Bouw een goudkluis zodat we meer goud kunnen opslaan!"
"TID_TUTORIAL_LOOK_FINISH","Troepen? Chief, je vaardigheden komen hier misschien van pas."
"TID_TUTORIAL_LOOK_LABORATORY","Ik ben een meesterbouwer. Wil je mijn favoriete gebouw zien? Het geeft troepen speciale talenten."
"TID_TUTORIAL_LOOK_LABORATORY_DO","We hebben natuurlijk wel troepen nodig om te kunnen demonstreren dat ik de beste bouwer ben."
"TID_TUTORIAL_MAGICITEMS_1","Chief, we hebben een raar voorwerp gevonden in het clankasteel."
"TID_TUTORIAL_MAGICITEMS_2","Is het gevaarlijk? Het gloeit met een enorme kracht."
"TID_TUTORIAL_MEET_NEW_BUILDER","Zzz..."
"TID_TUTORIAL_MEET_NEW_BUILDER2","Hè? O, bezoekers. Hoera!"
"TID_TUTORIAL_MEET_NEW_BUILDER3","Wauw! Waar kom jij vandaan?"
"TID_TUTORIAL_MEET_NEW_BUILDER4","Mijn huis! Je hebt het... helemaal schoongemaakt. Dat is ABSOLUUT een rondleiding waard."
"TID_TUTORIAL_MERGE_1","De bouwvakkers hadden een gek idee om nog sterkere verdedigingswerken te maken!"
"TID_TUTORIAL_MERGE_2","We nemen twee gewone verdedigingswerken en voegen ze samen om iets sterkers te maken!"
"TID_TUTORIAL_MERGE_3","Ik kan niet wachten om het in actie te zien!"
"TID_TUTORIAL_MODE_TEXT","Beloningen zijn niet beschikbaar in de tutorialmodus."
"TID_TUTORIAL_MODE_TITLE","Tutorialmodus"
"TID_TUTORIAL_OUTPOST_INTRO_1","O.T.T.O. woont in dit gebouw hier."
"TID_TUTORIAL_OUTPOST_INTRO_2","O, wie is O.T.T.O.?"
"TID_TUTORIAL_OUTPOST_INTRO_3","Hij is een robotje dat ik gebouwd heb om me te helpen. Zeg maar hallo, O.T.T.O.!"
"TID_TUTORIAL_OUTPOST_INTRO_4","..."
"TID_TUTORIAL_OUTPOST_INTRO_5","Oké, misschien kan hij geen hallo zeggen... maar hij kan goed met een hamer slaan!"
"TID_TUTORIAL_OWN_HOUSE_1","Dit is je thuis buiten het thuisdorp. Het uitzicht is geweldig!"
"TID_TUTORIAL_OWN_HOUSE_2","Je ziet eruit of je heel erg van bruin houdt, dus heb ik het zo versierd."
"TID_TUTORIAL_OWN_HOUSE_3","Nou, als het je niet bevalt, kun je het zelf hier veranderen!"
"TID_TUTORIAL_OWN_HOUSE_4","Er zijn al een paar opties en hoe meer stadsgoud je bijdraagt, hoe meer je ontgrendelt!"
"TID_TUTORIAL_PETS_1","Volg mij!"
"TID_TUTORIAL_PETS_2","Dieren zijn krachtige metgezellen die tijdens gevechten aan de zijde van je helden strijden."
"TID_TUTORIAL_PETS_3","Door ze te upgraden, kun je ze nog krachtiger maken."
"TID_TUTORIAL_PETS_4","Laten we beginnen door L.A.S.S.I. aan een van je helden te koppelen!"
"TID_TUTORIAL_PETS_5","Uitstekende keuze! Elk dier is uniek en er zijn allerlei fantastische combinaties."
"TID_TUTORIAL_PETS_6","Experimenteer gerust om te zien wat het best werkt!"
"TID_TUTORIAL_PET_SHOP","Hoi Chief! Ik zal je een rondleiding geven van het dierenhuis!"
"TID_TUTORIAL_RAID_TEASER_1","Jullie jongeren willen altijd alles kunnen doen."
"TID_TUTORIAL_RAID_TEASER_2","Wanneer de tijd rijp is, kun je met je clan deelnemen aan roofweekenden."
"TID_TUTORIAL_RAID_TEASER_3","Heb wat geduld. Oefen je aanvallen en zet sterkere verdedigingen op!"
"TID_TUTORIAL_RAID_WEEKEND_1","Ah, het is tijd voor rooftochten! Tijdens roofweekenden neem je het op tegen andere clanhoofdsteden."
"TID_TUTORIAL_RAID_WEEKEND_2","Hier zie je de vijandelijke clan die je momenteel plundert. Om te winnen, moet je alle districten van je vijand vernietigen."
"TID_TUTORIAL_RAID_WEEKEND_3","Na het verslaan van deze hoofdstad krijg je een nieuwe tegenstander. Dit herhaalt zich tot het roofweekend voorbij is."
"TID_TUTORIAL_RAID_WEEKEND_4","Iedereen krijgt een bepaald aantal aanvallen. Je eerste overwinning met 3 sterren levert een bonusaanval op."
"TID_TUTORIAL_RAID_WEEKEND_5","Ondertussen wordt onze hoofdstad ook aangevallen. Ik wist dat we onze verdedigingswerken moesten upgraden..."
"TID_TUTORIAL_RAID_WEEKEND_6","Nadat het weekend is afgelopen, win je roofmedailles gebaseerd op hoe goed je clan heeft gepresteerd in aanvallen en verdedigen."
"TID_TUTORIAL_REINFORCEMENT_CAMP_INTRO_1","Ik dacht dat het misschien lastig zou zijn om meerdelige basissen aan te vallen."
"TID_TUTORIAL_REINFORCEMENT_CAMP_INTRO_2","Ik zeg niet dat je slecht bent in aanvallen... Dat is niet wat ik wilde zeggen."
"TID_TUTORIAL_REINFORCEMENT_CAMP_INTRO_3","Maar ik dacht dat wat versterkingen voor het tweede deel misschien zouden helpen."
"TID_TUTORIAL_REINFORCEMENT_CAMP_INTRO_4","Ik laat het aan jou over hoe je ze gebruikt."
"TID_TUTORIAL_RUINS_1","Hmm. Het ziet er allemaal wat vervallen uit..."
"TID_TUTORIAL_RUINS_2","Repareer deze ruïnes om nieuwe gebouwen te ontgrendelen in dit district."
"TID_TUTORIAL_RUINS_3","Hier zie je welke gebouwen je krijgt en hoeveel stadsgoud je nodig zult hebben."
"TID_TUTORIAL_RUINS_4","Meer gebouwen betekent meer opties voor goede verdedigingswerken en sterke aanvallen."
"TID_TUTORIAL_SEASON_CHALLENGE_1","Hoi Chief! Ik dacht dat je wel toe was aan iets nieuws!"
"TID_TUTORIAL_SEASON_CHALLENGE_2","Vanaf nu zullen er elke maand nieuwe uitdagingen en beloningen beschikbaar zijn!"
"TID_TUTORIAL_SEASON_CHALLENGE_3","Er zijn ook nieuwe beloningen: voordelen. Laten we een kijkje nemen!"
"TID_TUTORIAL_SEASON_CHALLENGE_4","De seizoensbank wordt op magische wijze gevuld als je buit verdient met normale gevechten."
"TID_TUTORIAL_SEASON_CHALLENGE_5","Aan het einde van de maand wordt de inhoud in je opslag geplaatst."
"TID_TUTORIAL_SEASON_CHALLENGE_6","De andere voordelen verlagen de kosten voor gebouwen, onderzoek, training en donaties."
"TID_TUTORIAL_SEASON_CHALLENGE_7","Met de gulden kaart kun je alle voordelen en allerlei andere geweldige beloningen verdienen!"
"TID_TUTORIAL_SELF_DONATING_1","Chief, hier kun je die roofmedailles uit de hoofdstad gebruiken."
"TID_TUTORIAL_SELF_DONATING_2","Je kunt ze gebruiken om je clankasteel te vullen met wat je maar wilt."
"TID_TUTORIAL_SELF_DONATING_3","Dit zal goed van pas komen wanneer de rest van je clan ligt te tukken."
"TID_TUTORIAL_SETTINGS_HELP","Hulp nodig, Chief?"
"TID_TUTORIAL_SHIP","Chief, we kunnen nu het scheepswrak aan de kust repareren."
"TID_TUTORIAL_SHIP_ARRIVE","Land in zicht! Wat is dit voor vreemde plek?"
"TID_TUTORIAL_SHIP_ARRIVE_FIX_VILLAGE","We hebben geluk, Chief. Als we die oude gebouwen opknappen, hebben we een schuilplaats."
"TID_TUTORIAL_SHIP_LOAD_SHIP","Chief, onze boot en de bemanning zijn klaar om de zeilen te hijsen."
"TID_TUTORIAL_SHIP_READY","Wees gerust, we raken de weg niet kwijt. We weten hoe we terug moeten."
"TID_TUTORIAL_SHOW_STAGE_2_1","Ik liet me een beetje gaan bij het zwaaien met mijn hamer..."
"TID_TUTORIAL_SHOW_STAGE_2_2","en heb deze nieuwe grot gevonden, klaar om verkend te worden."
"TID_TUTORIAL_SHOW_STAGE_2_3","Dus ik heb er een paar dingen in gebouwd om het er gezellig te maken."
"TID_TUTORIAL_SMITHY_1","De smid is klaar voor gebruik, Chief!"
"TID_TUTORIAL_SMITHY_2","Met de smid kun je uitrustingen ontgrendelen en upgraden om je helden sterker te maken."
"TID_TUTORIAL_STAGE_2_INTRO","Uhm, hé. Dit moet je waarschijnlijk weten."
"TID_TUTORIAL_STARTER_CHALLENGE_1","Hier zijn wat uitdagingen voor je!"
"TID_TUTORIAL_STARTER_CHALLENGE_2","Door uitdagingen te voltooien, verdien je punten."
"TID_TUTORIAL_STARTER_CHALLENGE_2A","Soms ontgrendel je bovendien nieuwe uitdagingen."
"TID_TUTORIAL_STARTER_CHALLENGE_3","Als je genoeg punten verdient, win je beloningen!"
"TID_TUTORIAL_STARTER_CHALLENGE_4","Hier kun je zien hoeveel punten je nodig hebt voor elke beloning."
"TID_TUTORIAL_STARTER_CHALLENGE_5","Met deze beloningen kun je ons dorp steeds sterker maken."
"TID_TUTORIAL_STARTER_CHALLENGE_6","Veel succes, Chief! Je kunt het!"
"TID_TUTORIAL_TH12_1","Je stadhuis vuurt nu terug naar vijanden!"
"TID_TUTORIAL_TH12_2","Je kunt het wapen upgraden om het nog krachtiger te maken."
"TID_TUTORIAL_TOWN_HALL_1","Met het goud dat we van de kobolden hebben afgepakt, kunnen we het stadhuis upgraden."
"TID_TUTORIAL_TOWN_HALL_2","Goed gedaan! Dankzij de upgrade van het stadhuis kunnen we nu nieuwe gebouwen kopen in de winkel."
"TID_TUTORIAL_TRAIN_1","Train nu wat troepen!"
"TID_TUTORIAL_TRAIN_2","Tik op de kazerne en selecteer Troepen trainen."
"TID_TUTORIAL_VILLAGERS_MOVE_OUT","Poeh! Laten we vannacht maar hier blijven. Dit is ons tweede thuis."
"TID_TUTORIAL_WAR_BATTLE_1","Op de gevechtsdag vallen we aan! Trofeeën en schilden tellen hier niet. Alleen de overwinning telt!"
"TID_TUTORIAL_WAR_DONATE_1","Op de voorbereidingsdag doneren we troepen en verkennen we de posities van onze vijanden."
"TID_TUTORIAL_WAR_INFO_1","Tik op de knop Info voor meer informatie. De clan rekent op je!"
"TID_TUTORIAL_WAR_LEAGUE_1","Het is ons gelukt, Chief! We hebben de oorlogsdivisies bereikt."
"TID_TUTORIAL_WAR_LEAGUE_10","Hier zie je hoe we het ervan afbrengen ten opzichte van andere clans."
"TID_TUTORIAL_WAR_LEAGUE_11","De clan die de meeste sterren in totaal verzamelt, wint de hele divisie."
"TID_TUTORIAL_WAR_LEAGUE_12","Als we winnen, kunnen we steeds hogere divisies bereiken!"
"TID_TUTORIAL_WAR_LEAGUE_13","Tik op de knop hieronder voor meer informatie. Volgens mij zijn we er klaar voor."
"TID_TUTORIAL_WAR_LEAGUE_14","Nog één ding! We kunnen divisiemedailles verdienen door sterren en overwinningen te behalen."
"TID_TUTORIAL_WAR_LEAGUE_15","Deze kunnen we gebruiken om krachtige items te kopen."
"TID_TUTORIAL_WAR_LEAGUE_16","Als je klaar bent, gebruik ze dan in de winkel!"
"TID_TUTORIAL_WAR_LEAGUE_2","Hier kunnen we eindelijk laten zien dat we een van de beste clans zijn."
"TID_TUTORIAL_WAR_LEAGUE_3","Laten we beginnen. Ik kan je een paar dingen uitleggen om ons voor te bereiden."
"TID_TUTORIAL_WAR_LEAGUE_4","Ten eerste gaan we het ene gevecht na het andere voeren."
"TID_TUTORIAL_WAR_LEAGUE_5","Je kunt onderaan op de knoppen tikken om tussen oorlogen te bladeren."
"TID_TUTORIAL_WAR_LEAGUE_6","Zorg ervoor dat je alvast troepen doneert voor de volgende dag, Chief."
"TID_TUTORIAL_WAR_LEAGUE_7","Om een dag te winnen, moeten we meer sterren verzamelen dan de tegenstander."
