"Name","SWF","ExportName","ParticleEmitter","AltParticleEmitter","EmitterDelayMs","IsoLayer","CameraShake","CameraShakeTimeMS","CameraShakeInReplay","AttachToParent","OrientToParent","SortInFrontOfParent","DestroyWhenParentDies","DetachAfterStart","Targeted","Looping","Beam","SpawnLimit","MinLifeTime","Sound","Volume","MinPitch","MaxPitch","SoundDelay","StopSound","PitchIncrease","FadeMusic","OffsetFromGunBone","AttachLocator","OffsetX","OffsetY","OffsetZ","Scale","LifeTimeScale","MaxInstances","SpawnEffect","SpawnEffectDelay","FadeIn","FadeOut","ParticleEmitter3D"
"trollAttack",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/rock_troll_throw_01.ogg",70,98,102,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,,,,,,,,,,,,,,,,,,"sfx/rock_troll_throw_02.ogg",70,98,102,,,,,,,,,,,,,,,,,
"trollBoulder_bounce",,,,,,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/rock_troll_hit_02.ogg",50,96,104,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"trollBoulder_destroyed",,,"trollBoulder_destroyed_emitter",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/rock_troll_explo_01.ogg",40,98,102,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"trollBoulder_trail_lvl1",,,"trollBoulder_dust_emitter_lvl1",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"trollBoulder_trail_lvl2",,,"trollBoulder_dust_emitter_lvl2",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"trollBoulderHit",,,"trollBoulderHit_emitter",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"trollBoulderHit_dust_lvl1",,,"trollBoulderHit_dust_emitter_lvl1",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"trollBoulderHit_radius_emitter",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"trollBoulderHit_dust_lvl2",,,"trollBoulderHit_dust_emitter_lvl2",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"trollBoulderHit_radius_emitter",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Troop Housing Pickup",,,"Grass",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/troop_housing_pickup_09.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Troop Housing Placing",,,"Place",,0,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/troop_housing_placing_08.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Troop Upgrade Finished",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/troop_upgrade_finished_01.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Troop Upgrade Start",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/start_troop_upgrade_01.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Unicorn Hit",,,"unicorn_heal_rings",,0,"Ground",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/healer_hit_02.ogg",40,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Wizard_Tower_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"unicorn_heal_tank_ring",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"unicorn_heal_tank_ring2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"unicorn_cheer",,,,,,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2000,"sfx/clash_pet_pony_cheer_01.ogg",90,88,95,0,TRUE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Use_Magic_Item1",,,"Use_Magic_Item",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/gem_boost_01.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Wall Breaker Attack",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/wall_breaker_attack_01.ogg",70,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Wall Breaker Deploy",,,"Deploy",,0,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/deploy_skeleton_07.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,,,,,,,,,,,,,,,,,,"sfx/deploy_skeleton_07v2.ogg",80,100,100,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"sfx/deploy_skeleton_07v3.ogg",80,100,100,,,,,,,,,,,,,,,,,
"Wall Breaker Die",,,"Splat",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/wall_breaker_die_01.ogg",70,95,110,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Wall Breaker Hit",,,"Stone",,0,"Objects",50,500,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/cannon_fire3.ogg",60,90,110,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall Level 10 Destroyed",,,"Fire_balls",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,"sfx/building_destroyed_01.ogg",80,85,95,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Stone",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"hero_hit3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Wizard_Tower_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Mortar_fireBalls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosive_arrow",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wall_lvl13_destroyed",,,"wall_lvl13_destroyed",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/building_destroyed_01.ogg",80,85,95,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"smokeSmall",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wall_lvl1_destroyed",,,"wall_lvl1_destroyed",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/building_destroyed_01.ogg",80,85,95,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"smokeSmall",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wall_lvl2_destroyed",,,"wall_lvl2_destroyed",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/building_destroyed_01.ogg",80,85,95,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"smokeSmall",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wall_lvl4_destroyed",,,"wall_lvl4_destroyed",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/building_destroyed_01.ogg",80,85,95,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"smokeSmall",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wall_lvl6_destroyed",,,"wall_lvl6_destroyed",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/building_destroyed_01.ogg",80,85,95,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"smokeSmall",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wall_lvl7_destroyed",,,"wall_lvl7_destroyed",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/building_destroyed_01.ogg",80,85,95,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"smokeSmall",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Warlock Attack",,,"Spawn_Dust",,0,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/slimeball_fire_05.ogg",50,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"witch_attack_glow",,0,,,,,,,,,,,,,,,"sfx/slimeball_fire_05.ogg",40,95,105,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"sfx/slimeball_fire_05.ogg",40,95,105,,,,,,,,,,,,,,,,,
"Warlock Attack2",,,"Spawn_Dust",,0,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/dark_witch_atk_01.ogg",50,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"witch_attack_glow",,0,,,,,,,,,,,,,,,"sfx/dark_witch_atk_01.ogg",40,95,105,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"sfx/dark_witch_atk_01.ogg",40,95,105,,,,,,,,,,,,,,,,,
"Warlock Deploy",,,"Deploy",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/witch_deploy_01.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Warlock Deploy2",,,"Deploy",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/dark_witch_dep_01.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Warlock Die",,,"Splat",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/witch_die_01.ogg",70,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Warlock Hit",,,"Hit",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,"sfx/wizard_hit_01.ogg",40,80,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"DefenceHit",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Wizard_Tower_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Warlock Summon",,,"witch_lightrays",,0,"Ground",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/witch_summon_01.ogg",50,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"witch_summon_area_glow",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"witch_summon_area_edge",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"witch_rings",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Warmachine Ability Effect",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/warmachine_lightning_02.ogg",95,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Warmachine Ability Hit",,,"Warmachine_lightning1",,0,"Objects",40,500,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/lightning_amb_01.ogg",70,130,150,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Warmachine_lightning2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Warmachine_lightning3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Tesla_spark_1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Tesla_spark_2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"hero_hit1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"hero_hit5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Stone_explosion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Warmachine Attack",,,"Hit",,0,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Warmachine Deploy",,,"Deploy",,0,"Objects",20,500,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/war_machine_dep_01.ogg",90,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Place",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Warmachine Die",,,"Building Destroyed",,0,"Objects",100,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Building Destroyed",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"hero_die_force",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Force",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Warmachine Hammer Charge",,,"warmachine hammer charge lightning",,0,"Top",150,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"warmachine hammer charge spark",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"warmachine_hammer_charge_center_spark",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"warmachine hammer charge flying electricity",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Warmachine Hit",,,"Grass",,0,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/builder_bot_atk_hit_01.ogg",70,98,102,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"warmachine_hit_shockwave",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Warmachine Power Hit",,,"Grass",,0,"Top",100,250,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/builder_bot_atk_hit_01.ogg",70,98,102,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"warmachine hammer power hit electricity",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"warmachine hammer power hit spark",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Warmachine_lightning1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"warmachine_hit_shockwave",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Warmachine PreAttack",,,"Hit",,0,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Warmachine Scream",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/warmachine_lightning_02.ogg",90,140,160,0,TRUE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Warmachine_Ability_SFX",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/builder_machine_ability_sfx_01.ogg",80,100,100,0,TRUE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Warmachine_Armour_Walk_SFX",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/battle_machine_armour_walk_01.ogg",60,100,100,0,TRUE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Warmachine_Atk_SFX",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/builder_machine_atk_sfx_01.ogg",70,100,100,0,TRUE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Warmachine_Menu_SFX",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,11000,"sfx/builder_machine_menu_sfx_01.ogg",90,100,100,0,TRUE,0,TRUE,FALSE,,0,0,0,100,100,0,,,0,0,
"Warmachine_Normal_Walk_SFX",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/battle_machine_normal_walk_01.ogg",60,100,100,0,TRUE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Warmachine_Stunned_SFX",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/builder_machine_stun_sfx_01.ogg",80,100,100,0,TRUE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Warrior Princess Attack",,,"ArcherQueen_attack",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/rg_atk_01.ogg",80,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,,,,,,,,,,,,,,,,,,"sfx/rg_atk_02.ogg",80,95,105,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"sfx/rg_atk_01.ogg",80,95,105,,,,,,,,,,,,,,,,,
"Warrior Princess Die",,,"Mortar_lightFlash",,0,"Top",100,1000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/rg_knockout_01.ogg",90,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Ring",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Place",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"MortarHit_lvl6",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"hero_die_force",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Warrior Princess League Attack",,,"ArcherQueen_attack",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Warrior Princess Scream",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Warrior Princess Sleep",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/rg_sleep_01.ogg",90,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"WarriorGirl Attack",,,"MegaGrass",,0,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/warriorgirlattack_01.ogg",50,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,,,,,,,,,,,,,,,,,,"sfx/warriorgirlattack_02.ogg",50,95,105,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"sfx/warriorgirlattack_03.ogg",50,95,105,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"sfx/warriorgirlattack_04.ogg",50,95,105,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"sfx/warriorgirlattack_05.ogg",50,95,105,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"sfx/warriorgirlattack_06.ogg",50,95,105,,,,,,,,,,,,,,,,,
"WarriorGirl Attack2",,,"MegaGrass",,0,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/warriorgirlattack_01.ogg",50,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Wizard_Tower_lightFlash",,0,,,,,,,,,,,,,,,"sfx/warriorgirlattack_02.ogg",50,95,105,,,,,,,,,,,,,,,,,
,,,"Fire_ballsBig",,0,,,,,,,,,,,,,,,"sfx/warriorgirlattack_03.ogg",50,95,105,,,,,,,,,,,,,,,,,
,,,"Wizard_Tower_lightFlash2",,0,,,,,,,,,,,,,,,"sfx/warriorgirlattack_04.ogg",50,95,105,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"sfx/warriorgirlattack_05.ogg",50,95,105,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"sfx/warriorgirlattack_06.ogg",50,95,105,,,,,,,,,,,,,,,,,
"WarriorGirl Deploy",,,"Deploy",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/warriorgirldeploy_01.ogg",60,95,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,,,,,,,,,,,,,,,,,,"sfx/warriorgirldeploy_02.ogg",60,95,100,,,,,,,,,,,,,,,,,
"WarriorGirl Die",,,"Dsplat",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/warriorgirl_die_01.ogg",70,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"WarriorGirl Hit",,,"Hit",,0,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/warriorgirl_hit_01.ogg",50,90,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Water Dragon Deploy",,,,,,"None",20,200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/lny23_dragon_deploy.ogg",90,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Water Dragon Die",,,"SplatBig",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/lny23_dragon_death.ogg",90,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Water Dragon Splash Hit",,,"waterdragon_hit",,80,"Top",0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/scattershot_atk_hit_01.ogg",80,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"DragonRider_hit_cloud",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"waterdragon_trail",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WaterDragon_attack",,,,,,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,"sfx/lny23_dragon_projectile.ogg",80,100,120,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
